2010,2011,2012,2013,2014,2015,2016,2017
65.86365,63.62235,68.47887,71.45323,61.834324,63.200073,59.8203,60.622387
61.41302,59.496456,65.469406,64.42202,57.66703,60.210102,56.36186,59.857815
65.952576,65.62882,62.786476,63.897003,57.025043,59.932804,57.196636,59.694958
72.19949,74.3853,70.99465,69.07334,59.504105,60.7886,53.642376,67.27014
65.42721,65.24044,63.327557,63.403053,55.146164,54.413914,55.181538,61.4464
64.670296,63.106895,62.496864,61.597954,54.43774,55.038982,55.259716,57.70522
77.7094,82.777145,71.80736,72.41463,64.120895,64.845245,56.275726,73.79686
72.11774,75.14395,66.893974,67.45417,60.222076,62.636097,56.587498,66.807976
65.48418,65.975105,63.57724,62.98861,55.227524,59.05922,54.70086,61.141342
64.42529,64.02598,61.491512,64.3084,54.39541,52.804596,57.888268,58.531128
62.28095,64.7069,64.42039,59.772503,54.779617,61.53433,54.484104,63.671738
64.20881,64.73128,65.52841,63.044304,55.85932,62.70792,51.890022,64.20119
66.15365,65.60892,61.81609,63.694363,56.047195,58.329346,56.288742,59.35548
67.423416,66.67188,62.434387,64.467545,56.134975,56.72029,55.199604,60.02616
72.076126,69.98986,67.25359,72.25998,59.046276,59.294773,52.19215,62.31206
60.183098,59.40535,68.65721,65.24035,58.195995,60.932976,56.098793,62.806374
60.69319,58.630898,71.521225,68.52184,59.86669,59.22107,56.77495,63.017048
72.3036,73.03427,74.88997,79.95288,68.605286,65.56193,62.43316,67.92288
67.37119,69.75466,66.669235,66.39385,59.31195,61.310257,58.170925,65.16946
63.552834,64.91052,64.609505,61.315907,55.18179,62.423904,52.37339,64.06905
64.58894,63.618896,64.44628,63.8219,55.646336,54.80848,59.135605,58.715523
62.97619,60.884464,64.3712,63.611496,56.46056,57.425003,55.982567,58.6721
62.78215,63.01418,61.263405,62.583275,54.224895,54.11864,58.684837,58.877975
62.876034,63.483364,59.90348,58.77322,53.67548,57.702755,55.999596,58.96814
63.758556,63.259327,61.324585,62.907566,54.66479,56.66753,55.67202,59.60559
70.96004,69.91773,64.17423,69.46915,57.071037,53.893948,57.386894,58.4301
68.94221,76.52077,82.69701,76.42287,67.568474,72.67362,54.723656,80.66294
73.14719,73.20392,67.78598,68.806305,59.68168,58.540165,53.599167,64.954796
63.961227,63.614285,61.548634,61.555214,55.597733,58.768486,56.519146,59.03318
68.82305,66.17025,64.69391,69.402885,57.87483,57.4759,55.135544,59.731556
65.43002,63.103382,64.37167,63.416397,54.867863,52.310623,57.781082,57.15435
61.89054,61.020523,67.42444,66.27129,59.003372,64.59154,56.591236,62.176453
65.6691,64.21165,61.59761,60.840733,53.543495,53.521885,55.007797,57.06489
63.27796,60.969616,64.23058,64.001755,56.73691,56.943882,56.29748,58.393257
64.24799,64.522865,60.996986,60.85043,55.135475,59.78139,56.126873,59.49297
68.051865,67.305336,73.48032,71.5971,60.96677,57.874634,55.63588,65.14558
64.41734,63.783325,61.753094,64.48597,54.552876,53.572865,57.178776,58.85065
63.439476,62.284374,65.89745,65.07016,55.569504,52.312798,61.429317,58.40862
63.307076,62.757206,62.042572,61.252796,55.488716,58.584106,56.61585,59.117336
64.803955,64.83835,65.816795,66.61493,58.952736,60.46376,58.89206,61.659195
62.266605,62.881393,61.157417,59.564472,54.515182,58.54308,57.223095,59.700703
75.48761,77.91437,70.48735,72.096504,60.444687,60.61147,54.99437,67.03411
59.08498,61.422085,65.446655,60.04781,55.805027,64.10556,54.824364,64.59019
66.192696,66.241806,61.968685,64.46279,54.802574,53.461926,58.255707,58.2595
64.07387,55.415844,74.29116,76.5686,63.838745,53.207535,58.9253,57.222115
67.54257,67.9478,68.700615,66.53066,57.801056,58.495487,54.698486,63.589485
63.90822,63.608944,62.20634,61.301064,55.07354,60.927315,54.12261,60.290962
62.858803,63.76996,60.398083,60.80356,53.212738,52.947075,58.99161,58.010483
73.73549,74.04812,67.92615,71.64162,59.231533,58.3027,55.039566,63.165886
68.07051,66.649994,64.00025,67.26034,56.403877,57.067513,54.683624,59.76894
68.60868,68.57889,67.03942,65.271065,57.11846,55.602104,53.562714,64.5485
66.088066,67.833725,64.75302,62.86619,55.67152,60.282917,54.58011,63.04729
67.9926,69.84054,66.05619,66.26238,59.120987,61.2948,57.703323,64.28004
72.536385,78.92661,76.65704,71.719345,63.16791,69.2502,53.09707,76.27636
71.29821,78.160065,71.140366,68.34144,61.076416,61.435,59.39361,73.25084
64.72193,65.358376,63.447548,62.739162,56.610798,59.64952,57.348663,61.194706
67.682274,65.21534,64.81292,68.17266,56.917526,59.171112,52.199966,60.883286
74.74672,71.825806,65.291336,75.92297,58.88107,48.20311,57.19577,58.329773
67.25456,66.03569,63.900642,66.66362,55.353176,50.615425,55.051243,60.88351
59.681522,52.782867,79.08145,79.93076,68.78029,65.72302,61.282677,63.636555
61.067986,62.099545,61.776615,60.922073,54.154842,55.64622,59.92811,59.312843
72.21551,71.17169,67.119644,71.3626,58.78066,58.738213,53.541885,62.347103
62.04287,62.940876,62.35111,60.963028,54.495556,56.194855,58.432896,60.301273
64.55728,63.564945,61.581497,60.485035,53.91686,55.511963,55.10914,57.893562
77.85183,82.07126,71.47815,72.59575,63.8887,64.09604,55.635036,72.59187
67.39093,64.93638,63.999687,68.6555,56.963314,56.138634,55.27125,59.680565
73.28668,72.01602,66.97239,72.31561,59.005703,57.364517,54.499836,61.33606
75.45144,77.43766,69.90763,70.7444,61.542034,60.325916,54.0461,68.78083
74.342606,76.25946,69.59396,71.34096,59.84739,60.35913,54.693665,66.08922
64.90892,64.61189,65.86759,64.42635,56.29698,62.331833,51.966816,63.631428
71.80132,77.96483,69.371704,67.282715,60.87817,63.217346,57.52646,72.13247
66.23884,66.9409,64.19681,64.23166,57.57158,60.279526,57.33492,61.773933
78.90368,81.51666,74.23362,74.222885,63.563835,58.59815,51.9587,73.74282
63.426006,57.759624,76.061035,74.765175,62.611366,53.119034,58.009975,61.52722
71.417366,69.95075,67.11019,67.69446,58.126595,55.557747,52.543633,63.223736
77.73806,79.7235,73.310814,75.63319,62.612545,63.386513,52.104614,70.11219
62.51011,67.369286,70.42836,63.85102,58.360966,66.51736,54.18323,70.193535
67.147354,66.96367,69.6067,72.63264,62.952866,62.34649,60.63792,63.51751
62.842464,63.54006,59.89635,59.198425,53.556538,56.515366,56.788628,58.705116
62.8196,63.127834,61.394096,61.17257,53.62498,53.22333,59.012802,58.0536
66.54752,67.31754,66.37308,67.270096,59.534897,61.065704,58.572018,62.96376
67.94201,69.45053,65.08286,64.28605,56.124676,58.90702,55.31208,62.39834
62.9001,63.53126,63.569565,61.63807,55.213783,56.815304,58.67098,60.50464
61.310745,53.34971,73.94172,74.609344,63.5477,57.117397,58.214085,58.59748
65.91321,65.694115,61.802856,62.925495,55.746502,57.853584,56.104095,59.760826
64.33246,65.06675,74.31513,70.45972,61.23849,61.139744,56.016647,67.604836
86.234215,90.364494,82.03995,82.80546,69.14288,69.34159,50.93689,80.30623
81.77139,82.66334,72.95483,76.55059,65.12474,61.129547,51.740383,70.449776
65.391975,64.61703,69.27611,72.14935,62.497173,61.805893,61.054073,62.52494
72.605896,76.001045,70.70371,72.37516,63.6046,64.030334,58.815372,69.244064
63.85056,66.15578,65.873985,61.669952,55.754097,61.383152,54.44394,64.34709
64.63176,64.55139,63.400753,63.325985,56.834118,59.640175,57.48774,60.30518
62.191124,62.821476,61.253345,59.500175,53.497356,57.857914,55.749733,59.535545
64.94581,65.498886,66.49705,67.1243,59.38635,60.703594,59.17156,62.627922
66.265045,64.87498,76.494385,81.75651,69.66864,64.68647,65.80698,65.901924
64.64415,64.10248,61.89583,62.92594,55.36427,58.67474,55.4679,59.71402
62.8761,64.0008,71.93496,68.42601,60.551327,67.39722,54.50785,68.09695
68.21882,68.59716,68.61097,69.616196,59.216278,55.95168,61.40706,62.236904
68.52296,69.59266,65.93447,64.8413,57.569824,58.3521,55.17042,64.3198
61.58693,62.21398,63.334637,63.034756,54.451443,53.130043,60.857803,59.48945
70.480225,70.23356,66.45946,66.56395,58.184425,57.695187,54.01175,63.567066
69.11012,67.35882,63.269676,70.275665,56.570244,50.75031,58.14744,58.230583
64.77843,64.051094,62.397934,64.16251,54.864418,56.00644,55.68547,59.480904
63.17048,60.969246,64.31443,63.792496,56.69887,57.100933,56.69899,58.539986
73.65582,75.06517,68.02625,69.06639,60.438244,60.42735,54.633163,66.39704
70.282135,66.26542,66.99755,72.52004,59.264023,58.829308,53.90122,60.21369
76.88558,80.628525,73.78154,77.031815,67.14143,66.32337,59.22716,72.19851
72.854355,70.96341,67.70078,69.05567,58.663963,55.008305,51.797398,63.38624
85.61318,89.394035,75.94721,79.882576,69.54658,68.036736,54.543488,77.30793
80.01454,81.126526,74.52837,78.75485,64.09208,63.123524,51.44536,70.32426
67.00719,66.75891,64.680435,63.77681,56.36444,56.773193,54.758408,62.172306
64.84857,67.31441,67.255936,65.01363,56.93431,55.703606,60.80229,64.04349
62.45002,64.669815,66.7619,61.55674,56.125607,64.81811,52.22005,66.39229
74.9868,76.98766,69.50344,71.051544,59.659004,59.068645,55.369766,65.46043
62.657623,62.708473,61.645412,60.41355,54.087692,59.232624,54.429604,60.1283
73.54089,77.773315,72.07934,69.643005,60.428356,65.3203,52.356018,71.3383
71.48617,69.95086,65.31419,67.38648,58.38303,58.023537,53.78235,61.234074
61.79272,63.42305,63.687492,59.41268,54.34389,60.382687,54.669666,62.30272
63.92263,63.51947,61.186123,63.837456,54.328545,53.338688,57.578236,58.71688
80.67974,85.39215,72.57389,74.971756,66.13266,67.036446,56.331455,74.45261
62.98607,61.978752,65.35771,65.41649,58.248703,61.98967,57.42816,60.454674
79.60993,85.31244,73.63918,74.15723,65.629555,65.85435,56.302307,76.45784
69.00302,69.76767,65.61058,64.33317,56.08687,57.90165,54.149788,62.08603
68.98193,67.09839,63.18078,69.95068,56.375057,50.63146,57.168026,58.64113
62.35006,62.8877,61.02708,58.40516,53.54575,59.37351,54.682285,59.651302
66.69414,70.359764,65.36773,63.056816,57.465534,60.652054,57.29897,66.028824
74.94335,79.046844,68.99636,69.86788,62.15669,64.083244,56.621815,69.91787
66.04301,64.74542,63.13378,64.97923,56.343216,59.293335,55.039364,59.867752
67.98969,67.20604,63.676674,63.23984,54.940136,55.38459,54.522408,58.944614
78.15558,83.009346,72.47046,72.93016,64.26208,64.10156,55.662113,74.25202
65.30788,66.09201,62.934555,62.076366,56.231575,59.6301,56.833298,61.172928
69.94374,68.45871,66.05671,67.39738,56.63289,51.990192,52.107876,63.1391
63.426582,59.2243,74.274536,72.51834,61.3226,54.59673,57.371147,61.944283
63.762844,63.695686,60.528904,62.3442,54.378498,55.41418,56.64609,59.18538
66.905205,65.28281,61.924026,62.38896,53.81887,51.717472,55.899048,56.518753
64.727234,65.40264,67.32857,68.0866,60.037674,60.919945,59.732212,63.17393
62.78055,56.24167,71.19897,71.78634,61.18799,55.56969,57.501274,57.92369
79.707115,76.15712,69.665565,75.06019,62.097507,55.92838,49.344467,62.72133
62.928207,55.1606,74.3559,76.97667,64.811584,55.92915,59.612698,58.555096
66.29351,66.18877,63.88306,64.590126,57.63429,60.225845,57.28886,60.638416
70.05123,70.44675,65.111916,65.88975,58.322906,59.9185,55.408203,62.753273
62.44685,62.51309,61.87315,59.880684,54.068108,60.384987,53.69074,60.44522
68.29096,72.25799,66.86861,64.49238,58.281963,60.394753,56.734962,67.731636
66.71727,66.72394,66.691055,68.458496,60.160072,61.245895,58.872486,62.2125
70.2312,69.59821,65.42996,66.21664,58.048885,58.420956,54.41564,62.17611
64.578094,63.681557,61.734116,60.13704,53.486477,55.43483,54.72748,57.946735
76.590416,78.96035,71.91954,73.693504,61.479134,62.02085,53.713863,68.68056
67.05525,70.50216,67.1192,63.1871,56.696503,63.124573,53.3885,66.751915
74.454445,71.66353,65.420044,70.961205,58.792435,54.40425,51.73235,60.805523
77.84989,80.644516,72.41316,74.36727,61.916416,61.36174,54.831566,68.87525
80.40983,82.84756,74.08885,77.40343,63.551964,61.430473,54.55226,69.861694
58.92494,50.950413,76.16216,76.55684,65.93892,61.37455,59.142365,60.711582
63.229225,64.058304,60.573284,61.48474,53.42618,52.61225,59.251873,57.984142
75.653336,77.041824,70.37688,71.07659,61.38289,59.009956,53.173683,68.68965
63.53116,63.810116,61.6058,63.45535,54.103764,52.129704,59.6893,58.259045
65.055176,65.20432,67.70975,64.92937,55.90562,52.08121,57.249935,63.528103
59.646027,57.47691,72.05635,69.01799,60.61908,60.7465,56.982803,63.490356
66.848785,67.328606,64.608406,63.413692,56.62188,58.08115,55.462563,62.595123
71.32414,70.30976,64.790405,66.8719,56.340134,54.021633,55.493633,58.636673
62.852932,63.777847,63.222427,60.708385,54.851883,56.912716,57.00179,61.539894
65.15734,60.18642,70.21804,72.00064,60.59459,53.697266,59.380405,57.97186
65.35993,64.33258,63.415646,63.314556,56.08391,61.65048,53.744568,60.426044
61.301052,62.961433,69.24111,64.29965,57.691853,61.790806,55.5144,65.59321
64.24058,63.244637,65.20578,66.51821,58.686787,60.16068,58.8779,60.09286
71.24018,69.91303,63.6609,67.623,56.163258,52.016365,57.322735,56.933647
66.9465,66.76962,67.56088,64.72706,56.25624,53.288822,53.98165,64.61261
63.04156,61.498154,66.90506,67.42941,59.54287,62.706955,58.067097,60.73098
66.398964,65.9578,62.82357,63.77735,55.614525,55.710114,55.048866,60.806316
75.626625,81.06533,71.51082,70.697876,62.837696,63.361866,56.253284,73.72746
63.81698,63.584496,60.746986,62.878696,54.44868,55.059338,56.792416,59.114777
63.336117,59.843136,67.4337,68.25871,59.24382,56.801773,57.98766,58.74387
59.61521,50.629074,79.23274,81.65973,69.7431,62.478554,61.66622,61.63501
65.48926,67.83787,73.13956,68.854675,60.45761,62.853096,55.208088,68.71236
65.13932,63.68293,61.60288,61.27986,54.34052,54.463722,55.646957,57.37046
65.48224,65.408516,63.743156,63.129295,55.26781,54.824585,54.87212,61.947216
63.457394,63.292484,61.237907,62.622498,54.166348,54.998352,56.81096,59.06621
64.40932,61.949062,71.203705,69.244896,59.286934,55.878227,56.32162,61.844357
73.09743,70.584404,70.2947,75.90214,64.5967,62.6512,57.98217,61.95928
73.14722,78.152504,68.980865,68.37222,61.340504,63.516987,57.06498,70.73282
68.16233,66.824684,63.029175,65.99915,57.007988,58.084286,55.48351,59.609257
79.73465,79.25421,70.92635,74.09767,60.45403,53.696968,53.63264,62.790466
73.57705,75.86608,69.62872,72.33925,63.33987,63.99112,58.018883,67.382774
62.31643,63.370758,59.886402,59.32968,53.457153,56.250946,57.44555,58.86255
64.813705,64.24687,67.81212,69.854164,60.969513,61.153404,60.250282,61.967705
76.807655,81.641235,71.51626,71.69643,63.404972,63.78609,55.961388,73.205795
64.86292,62.65453,66.8858,69.088394,60.30572,61.003582,59.088154,59.782745
74.31217,73.67441,67.404564,69.71366,60.19835,59.210163,53.430454,63.782925
64.233795,64.68207,64.71367,62.50105,55.288006,55.108738,56.378334,62.322563
63.575237,60.016228,66.29451,66.15703,57.586372,55.795242,56.37201,57.990532
72.05704,73.57431,67.38514,67.71037,59.585537,59.982277,54.95562,65.94313
86.85284,82.777145,77.12998,82.39043,66.40815,51.498367,42.945892,68.26062
63.377495,63.25175,61.227417,62.3816,54.157536,55.39711,56.621468,59.15516
70.720085,69.39459,64.56104,66.59617,58.136387,58.788788,54.43664,60.68632
63.716446,62.969368,62.135117,63.33379,54.568672,56.57081,55.200916,59.747643
81.82754,79.9071,70.64143,81.2846,63.346176,53.65571,56.3721,60.87175
68.72179,66.87267,62.892754,68.99013,55.917885,50.398064,55.907356,59.15133
57.7731,57.607693,72.16276,67.56172,60.505383,63.753666,56.814194,65.87421
78.760056,86.28319,74.505745,73.34274,65.7706,66.79815,57.574856,79.08929
66.55067,65.639534,64.41324,63.15349,55.1781,55.82434,54.619522,59.395493
65.72692,64.24648,66.15406,68.72686,60.041763,60.87155,59.122856,60.085815
67.78293,65.59115,62.169857,63.175858,53.895824,49.932156,56.199516,55.761356
63.346325,60.06009,69.11853,67.64741,58.23679,55.405914,56.3434,59.735466
70.98607,70.44322,65.702675,65.74592,56.27132,55.398136,53.98868,60.34509
59.25137,56.028694,76.552216,73.384674,63.404964,59.91779,58.046234,65.284134
72.411385,77.76319,68.9522,67.766235,61.00714,63.284744,57.232796,71.00661
69.3991,72.20444,68.16327,68.64527,60.89722,62.323402,58.37878,66.699615
79.53121,82.771286,77.53076,82.58798,71.48515,68.54816,61.057533,74.06816
81.38683,85.4415,76.89259,77.533745,64.87137,65.38466,53.130943,74.6235
64.28963,63.58317,61.310303,60.537113,54.024292,55.06209,56.482105,57.909435
80.287,81.62233,72.38826,75.15474,64.28153,60.957943,52.38831,70.44414
70.11485,71.39194,66.07851,67.54164,59.848656,61.896324,57.155563,63.8086
68.20236,66.62892,64.05821,67.69988,56.509674,56.77127,54.699783,59.761715
62.21298,62.970577,60.568325,58.99616,53.711838,58.80264,55.56193,59.68844
78.287544,81.878784,74.037636,73.57466,62.23363,63.13029,53.171062,71.4111
67.233185,67.35585,62.623352,64.477844,55.22433,55.25674,57.44353,58.55667
64.02638,63.67587,61.50009,63.734173,54.28653,53.587936,57.431133,58.748882
63.644444,63.58617,60.629524,59.236412,53.62875,57.01217,55.278515,58.57865
68.82631,65.41119,64.98942,71.16617,57.27864,53.717636,54.017605,60.05856
63.8475,62.92929,63.01152,62.553246,54.074013,51.84058,59.049,57.451893
64.01156,63.572456,62.15852,61.903816,55.077957,60.03935,54.391502,60.16672
63.095604,61.747314,65.96182,66.8743,58.954983,59.696316,58.92172,60.213768
58.89208,61.327755,68.282326,62.267815,56.984413,63.25355,55.57034,65.97778
78.08776,74.40105,69.27576,74.8893,59.98664,49.62345,48.02737,63.727146
71.37521,69.77072,68.57073,68.4606,57.48364,51.43178,50.8589,65.087
74.24747,77.48779,72.60425,71.50724,61.120045,65.72113,51.03745,71.44674
73.066826,73.23553,67.10359,68.32524,57.644672,56.05024,54.68962,61.72528
73.82357,75.60206,70.38229,73.89796,64.31349,64.34118,58.555065,67.098785
64.396355,64.279015,66.96871,68.19258,59.950447,60.747368,59.755974,62.033504
69.41194,71.61251,65.229164,65.20732,58.54135,61.389404,56.652946,64.50041
68.75461,68.37669,62.679268,67.38585,55.80148,51.78729,59.099686,57.768654
66.74392,66.96833,69.28936,66.89052,58.123077,58.57088,54.97105,63.75267
63.461876,62.355293,62.677258,61.272083,54.782722,57.101746,55.264877,58.59663
67.975105,71.138466,66.36568,64.992615,58.195507,59.963917,58.03533,65.74693
63.960354,63.129883,64.18052,64.82316,57.714497,60.873665,57.550335,59.88311
61.176483,61.28538,64.9914,61.629368,55.746037,60.36455,55.24734,61.502205
62.160767,58.970333,66.36836,66.23281,58.482582,58.197773,56.82051,58.933537
65.72125,64.657394,63.28531,64.73314,55.47654,58.153637,54.138477,60.10701
68.67073,66.879684,63.5131,69.53062,56.543297,52.66414,56.93612,58.7846
73.64397,74.115845,67.70053,68.93677,58.072525,56.52288,54.65909,62.472504
63.51598,60.6424,68.58517,71.02968,61.58051,60.144478,59.616722,60.139038
75.074875,71.40524,66.41872,73.32032,59.2231,53.065186,51.128357,60.918575
65.39031,65.6357,62.5137,65.18785,54.88333,51.60992,60.60308,58.008694
62.962704,63.56571,61.549133,60.100956,53.723137,57.669056,55.92095,59.416157
72.52632,77.48189,70.6718,68.27199,60.695744,60.44408,55.613117,72.330086
71.67088,69.92581,67.089645,71.567924,58.794872,59.37148,52.428944,62.411655
67.36952,64.358765,64.786804,69.66147,57.087505,56.159,54.469498,59.990997
71.446175,70.62531,67.13756,70.58429,58.56584,59.536777,53.05566,62.93156
63.1421,63.30983,60.9775,61.860657,53.893135,54.897022,57.189476,58.90283
67.01204,66.32491,68.80321,71.96433,62.38982,62.057465,60.25924,62.48325
66.32675,62.951515,66.6639,66.91618,56.826122,51.9976,58.346794,57.190376
62.74022,64.268654,63.724995,60.6925,55.07611,57.32047,57.550175,62.25289
75.114746,75.74101,70.26968,70.7409,60.76885,57.576897,52.488686,67.909
66.14499,65.251175,62.790333,64.036736,56.445198,60.255283,55.456333,59.728462
67.27196,68.745926,66.42027,63.97752,56.937344,57.132126,54.98116,65.25412
64.71317,64.084564,61.03462,60.908363,53.354393,52.721954,56.73966,57.21126
63.429787,63.68832,60.117043,59.316845,53.61946,56.416847,56.179394,58.4784
60.10566,58.02805,67.95395,65.739975,58.581932,61.171085,56.22302,61.18911
63.122253,59.742462,69.32243,71.10035,61.2045,58.009033,59.668762,59.817326
69.487114,68.241325,64.46021,66.32706,56.957108,55.534027,53.7634,61.386673
77.86052,80.98479,72.77296,73.03089,63.242348,60.45371,53.443317,72.76756
63.17721,62.514923,63.165337,62.673164,56.368332,58.961643,57.403214,59.522594
77.42349,81.698814,78.90672,82.90374,71.935425,68.38895,62.744514,75.7326
68.12198,70.92102,66.193596,64.380745,57.878654,59.73264,56.26536,66.07033
67.97021,67.49953,66.7098,64.9205,56.566643,54.54252,53.272213,64.01237
67.09062,66.20118,62.645348,64.72232,56.963932,59.855156,56.43622,59.32403
