DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,ITN_Coverage_2000,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,ITN_Coverage_2020,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Incidence_2020,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Malaria_Prevalence_2020,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
NG202100000155,NGGE81FL,NG,2021,155,NG2021MIS,12653.27051,13515.00098,19521.70898,19228.33398,21541.28516,15.73593998,18.87163734,16.43130684,13.29370213,17.10586357,34.23295212,34.04319382,35.03253937,34.00475693,34.79645538,13.27426243,12.85134602,12.57035637,12.69322872,12.66276073,5,488.4531555,0.235354736,0.234854341,0.239338547,0.225952253,0.244713739,0,0,0,0,0,39.15978622,7,0,0.040483765,0.020576039,0.455197752,0.317718625,0.513230145,27.10284042,27.26177025,27.86699867,27.35635376,27.8780365,69.65206146,45.96321487,244.6838226,35.41490173,67.36520386,0.50532186,0.531541407,0.40363577,0.387972742,0.366488308,0.476141959,0.488090456,0.308208555,0.290903062,0.283705115,33.36640549,34.12465286,34.26397705,33.64726639,33.54483414,26.70464325,27.68107605,27.96215439,27.27239609,27.18524361,20.09214401,21.2733078,21.69362068,20.95403671,20.88207436,0.046030451,19.97272682,20.48034668,20.70145798,20.70795059,20.95961952,5.076302052,4.89743948,5.105512142,5.005989552,4.892404556,79.88038635,92.42269897,83.8902359,66.54813385,83.68880463,1004.478577,1057.811646,1012.561279,1048.978149,1007.204773,23.49736595,25.61671448,28.55299377,30.13500404,28.98748207,26.898592,25.28444862,24.63005638,25.03588486,26.08237839,25.51383018,23.72451401,7.786132813,2262.937744,2957.622559,3669.183594,3894.062744,4212.610352,4433.655273,5071.67334,5825.525879,6689.206543,7617.628418,209.1688843,239.2689972,274.8338928,315.5802307,359.3808594,5.642226219,6.250030041,6.026774883,5.198333263,5.847386837
NG202100000156,NGGE81FL,NG,2021,156,NG2021MIS,871.7603149,1045.898682,1277.848633,1444.950317,1816.623047,12.10339069,16.24090004,14.27846909,10.84953213,14.52901077,34.09114838,32.87643433,34.77773285,34.66376114,34.64295197,13.79898739,13.38928032,13.31948757,13.21603012,13.13817978,4,414.0351563,0.258552581,0.259072334,0.247137249,0.233248949,0.235300928,0,0,0,0,0,39.02381516,6,0,0.069622099,0.027468327,0.429423004,0.291562289,0.300198495,26.64934349,26.27373314,27.09334373,26.96794701,27.26972198,59.18608475,33.83360291,149.3042755,0,63.22993851,0.488719106,0.503067613,0.508531094,0.339749187,0.29939726,0.446231067,0.440770864,0.411319286,0.239028275,0.215955004,33.65578461,34.48776245,34.81629181,33.94645691,33.75056458,26.73632813,27.7676506,28.11973381,27.31344032,27.15785599,19.85680008,21.09848022,21.49680328,20.73042488,20.6123848,0,19.2075386,19.67103004,19.40895844,19.27213287,19.89649391,5.630121708,5.477734566,5.682957172,5.542014122,5.430570126,68.14356232,88.96334076,81.14392853,60.12825775,78.90081024,897.8250732,900.4158936,926.4916992,888.6582642,965.2494507,22.29682732,24.63129234,28.14746666,30.53071213,30.01522446,27.81500244,25.59364319,24.6654644,25.45739174,26.36339188,24.89559937,22.63644791,31.89941406,198.121521,229.2182465,258.8102417,293.0602417,355.9695435,1029.372803,1177.50293,1352.526733,1553.049561,1768.603638,48.71837234,55.7291069,64.01267242,73.50305939,83.70484161,4.73369503,5.697404385,5.317006111,4.594629765,5.255739212
NG202100000157,NGGE81FL,NG,2021,157,NG2021MIS,1002.800293,1759.194214,1156.269409,2040.776733,2453.650879,11.19984245,14.79117775,13.18725586,10.37500668,14.16215515,36.66521454,34.26908493,36.68077087,36.23739624,35.15151215,14.15931702,13.76056194,13.62382793,13.54097271,13.4952116,4,329.90625,0.22910051,0.245467722,0.231823608,0.224984378,0.248695955,0,0,0,0,0,39.68612671,6,0,0.063746445,0.026849277,0.346788526,0.300548345,0.368273228,28.63335228,27.44875526,28.87688446,28.61369705,28.29805183,70.57321167,29.11957359,170.8771057,0,76.82556152,0.42236957,0.421366215,0.490450025,0.344147682,0.274832666,0.35844779,0.350633979,0.400865138,0.243894681,0.195255637,34.21183395,35.01839066,35.33622742,34.48099136,34.2993927,27.1096077,28.11574173,28.4920578,27.68745613,27.52384377,20.05251694,21.25782776,21.71239853,20.9400177,20.80418205,0.003879015,20.60149002,20.6284256,21.07299805,20.98999977,21.44459152,5.662225246,5.504731178,5.71132803,5.585359097,5.472352505,63.4160347,81.42145538,75.31674194,57.94813538,77.50030518,820.3955688,778.2506104,805.5283203,830.4102783,838.9396973,23.11527824,25.39949036,29.0822506,31.53261185,31.22386169,29.1213131,26.74908066,25.69137001,26.5674839,27.43910789,25.87433624,23.42307663,52.20019531,289.7293701,355.0787659,354.5240173,380.651001,442.0390625,1876.925903,2147.021973,2466.154785,2831.781738,3224.816162,88.86893463,101.6574783,116.7678223,134.0795746,152.6890259,4.520328522,5.377295971,4.950782299,4.459801674,5.10665369
NG202100000158,NGGE81FL,NG,2021,158,NG2021MIS,27723.4043,26594.52539,39738.41016,34517.04297,39120.50781,13.83170605,17.17342758,15.18761063,11.97256947,15.59449673,35.64929581,34.86402893,36.21503448,34.97171402,35.93783569,13.53783321,13.13276958,12.90894127,12.9375,12.90005779,4,517.5410156,0.184993953,0.198539466,0.19369553,0.182268813,0.1678866,0,0,0,0,0,54.35416031,6,0.308193743,0.047058709,0.021496722,0.446267664,0.283791304,0.316491991,27.8812561,27.59333801,28.69183922,28.00848389,28.70044327,57.77767181,20.97139931,75.41265869,2.42295742,237.3617249,0.442958385,0.423700541,0.278200597,0.300362557,0.27850911,0.387944043,0.341452718,0.185787633,0.205442503,0.196496397,33.94524002,34.68204498,34.90826035,34.13877487,34.05902863,27.13968468,28.09851074,28.42923927,27.65697289,27.58153915,20.40740776,21.54927635,21.99932098,21.20127296,21.15896988,12.14701843,20.11322021,20.32265091,21.16864586,21.04525375,21.46305084,5.3463974,5.158969879,5.364583492,5.231177807,5.150072575,73.94979858,88.59719849,81.47520447,62.63064194,80.31278992,920.9243164,936.8886108,927.9095459,875.4807129,902.1137695,22.82804298,24.91327667,28.08029556,29.9749794,29.13486862,26.91752815,25.26424789,24.58319473,25.19878769,26.28980637,25.18161392,23.14019966,5.555664063,4894.143555,5714.025391,6816.445801,6862.219238,7512.492188,2160.3396,2471.219727,2838.54126,3259.377686,3711.759766,102.0510864,116.7365799,134.0882874,153.9679413,175.3377686,5.095705986,5.77870512,5.417834282,4.779594898,5.408937931
NG202100000159,NGGE81FL,NG,2021,159,NG2021MIS,2194.916992,3184.323486,4788.884277,4995.336426,5385.606445,13.27570438,16.41711617,14.63037205,11.59681511,15.31239128,36.79322052,35.4393959,37.21413422,36.01278305,35.96167755,13.68055534,13.28135204,13.05392075,13.07450867,13.03933716,4,347.1484375,0.204256684,0.221940458,0.22389096,0.214160308,0.227806151,0,0,0,0,0,34.28012466,6,0,0.060825929,0.026055183,0.453134179,0.30262199,0.352593482,28.36709595,27.69897652,28.79225731,28.29276276,28.66433716,65.27448273,39.40708542,180.6995544,0,90.47277832,0.495727867,0.488445103,0.39041388,0.414167106,0.359173596,0.461867094,0.427509516,0.292047471,0.313286662,0.272391915,34.11840439,34.86743546,35.09535599,34.31614685,34.2242775,27.24275208,28.20622253,28.54118919,27.7666378,27.67948532,20.43784714,21.58608246,22.04143524,21.24163818,21.18494034,0.107028678,19.94097328,19.95855331,20.37038231,20.57274246,21.36699867,5.407291889,5.22097826,5.425983906,5.293489456,5.210315704,71.78560638,85.71340179,79.38415527,61.3876152,79.78239441,872.076416,899.1876221,846.4104004,847.2422485,866.9782104,23.48426247,25.69131088,29.04768944,31.11861229,30.55968857,28.28925323,26.38438416,25.60374641,26.32712936,27.26301003,25.98520851,23.82994843,40.39453125,464.9355469,705.9528809,1061.955322,1025.082153,1067.91687,2196.765869,2512.887939,2886.403076,3314.335205,3774.345215,103.8130951,118.7521515,136.4034424,156.6263428,178.3651428,4.969588757,5.638087273,5.281542301,4.68985796,5.340950489
NG202100000160,NGGE81FL,NG,2021,160,NG2021MIS,3358.609863,3137.058594,2647.627441,5045.469727,5190.223633,11.37310505,15.01511002,13.32145786,10.48405743,14.25136948,36.17980957,34.11687469,36.57958221,36.10784531,35.17430878,14.10885429,13.70963573,13.57174492,13.49236107,13.4468317,4,339.9697266,0.233682573,0.243859723,0.241201729,0.230254859,0.246570915,0,0,0,0,0,33.78631973,6,0,0.066716246,0.027499383,0.364600867,0.295878291,0.373478115,28.4260025,27.36239624,28.85581589,28.62477493,28.37453461,69.21194458,34.3310051,164.2350464,0,81.40319061,0.435925812,0.446864545,0.492573977,0.350181311,0.285877764,0.374814391,0.378662735,0.401404679,0.249449,0.204057038,34.19678879,35.00056458,35.32048798,34.45876694,34.29244995,27.12048721,28.12291718,28.50177956,27.68953896,27.54097176,20.08793449,21.29092979,21.74874115,20.96640587,20.84561729,0.008893402,20.67219734,20.60791779,21.13204956,21.14170456,21.57476234,5.647873402,5.486675262,5.695355892,5.567534924,5.458463669,64.2338562,82.38303375,75.87044525,58.37035751,77.79058075,825.2907715,789.4372559,816.2496338,837.6244507,852.8863525,22.99603844,25.26573563,28.91914177,31.33055305,31.01835632,28.88558197,26.50859451,25.51639748,26.38774872,27.23496056,25.72023392,23.30958939,19.80273438,738.8518677,636.4176636,574.0421143,947.0441284,940.5760498,2543.4021,2909.40625,3341.859619,3837.317139,4369.913574,120.4083786,137.7355499,158.2085266,181.6641998,206.8780975,4.557295799,5.416879177,4.983537197,4.476653576,5.126862049
NG202100000161,NGGE81FL,NG,2021,161,NG2021MIS,1433.36438,2413.302246,3028.372314,2761.344727,3448.310791,12.94469643,15.38857365,14.16481781,11.39341164,15.18559551,35.00920486,33.20444489,33.68127441,34.50156403,33.6243515,13.85277843,13.46387482,13.20172215,13.2312212,13.20102787,4,267.9658203,0.124761865,0.129728526,0.131609544,0.118409775,0.137480155,0,0,0,0,0,35.76810455,6,0,0.059778634,0.023769373,0.378236145,0.301195085,0.381942749,27.81708908,27.11763382,27.539114,27.99617958,27.77114868,42.02633667,28.43060493,161.8992157,0,62.78973007,0.413036108,0.381474912,0.323724598,0.344997853,0.284527749,0.345021904,0.303405255,0.229599923,0.245619327,0.200169191,34.23229218,35.00991058,35.21028519,34.44392395,34.34256363,27.27434921,28.25228691,28.58389854,27.80992508,27.71582794,20.37951469,21.54603577,22.0085659,21.2127037,21.14153671,0.000509821,20.6249752,21.03082275,21.39695549,21.49079895,21.91794586,5.417014122,5.237876415,5.44589138,5.32196188,5.227792263,70.12160492,80.60344696,77.14006042,60.63529968,79.38713837,886.8435669,899.0743408,813.5256348,843.6799316,870.9654541,23.43136024,25.53727913,28.90108109,30.81808662,30.32896233,28.20038986,26.3840332,25.60078049,26.29592133,27.31598282,26.03847694,23.82457924,109.609375,329.4719238,521.7486572,671.9688721,552.3914795,666.3419189,2134.068848,2441.168701,2804.023438,3219.742188,3666.623291,106.6716003,122.0220108,140.1593323,160.9390717,183.2764587,4.936903954,5.454499245,5.23767662,4.672242165,5.345012665
NG202100000162,NGGE81FL,NG,2021,162,NG2021MIS,1255.61792,1553.449829,1284.405396,2436.943115,2927.856201,14.09890747,16.71951675,15.12617493,12.08052254,15.83682442,35.78295517,35.73062515,37.16989517,36.41188431,36.00905991,13.55221367,13.15169334,12.88164043,12.95130253,12.92096424,4,375.0810547,0.208960235,0.222070307,0.219372928,0.206662506,0.230897799,0,0,0,0,0,34,6,0,0.057924815,0.026092421,0.499224007,0.288219273,0.429206729,27.93062592,28.09645844,28.97416687,28.62620354,28.87499619,70.91164398,31.05257607,244.9769135,0.980870724,76.9737854,0.471926093,0.470258743,0.32148692,0.372271538,0.331110954,0.426086217,0.401747823,0.226740628,0.272796333,0.245886192,34.00325394,34.74348831,34.92135239,34.20000076,34.12187576,27.18932343,28.15039063,28.45729256,27.71249962,27.63541794,20.45104218,21.59179688,22.03971481,21.24869728,21.20091248,0.00190371,20.07829475,20.46229172,20.77843666,20.84052086,21.74093246,5.292187691,5.104687691,5.306380272,5.180989742,5.096614838,74.61406708,85.34792328,80.2652359,62.58906174,80.71419525,915.8130493,955.187439,937.8753052,865.8131714,857.4943848,23.76760864,25.94791222,29.21962738,30.97850609,30.14183044,27.97107506,26.2334404,25.53876305,26.10012054,27.08824158,25.95399475,24.00773048,20.90527344,283.4380188,333.7765198,312.1845093,484.4881592,562.2600098,2161.796143,2472.885742,2840.455078,3261.575195,3714.262207,102.0930939,116.7846298,134.1434784,154.0313263,175.4099426,5.179531097,5.707877636,5.46369791,4.817382813,5.477487087
NG202100000163,NGGE81FL,NG,2021,163,NG2021MIS,3400.223389,6748.733887,10209.91602,8027.914063,9552.974609,20.59119034,18.55775452,20.03705788,16.2643795,21.26672745,33.94787598,33.42121506,34.75107574,35.1999588,36.57135773,12.86523438,12.41067696,12.04032135,12.27882004,12.29114628,5,212.4052734,0.312998295,0.279316127,0.280281931,0.268294811,0.246050119,0,0,0,0,0,29.22949409,8,0.7420367,0.059367895,0.024183484,0.415752947,0.219680279,0.152996093,27.14092827,27.41039848,28.13020325,28.16897583,29.2229538,10.61479378,127.7025528,46.59714508,28.00110817,9.435297966,0.483521372,0.504845023,0.433445096,0.498772293,0.432549149,0.555397928,0.539638638,0.388769209,0.453055769,0.396686703,33.64305496,34.32604218,34.3456192,33.86857605,33.85277939,27.18502617,28.09917641,28.29344749,27.71137238,27.68441963,20.77782249,21.91536522,22.30529594,21.58975792,21.56163216,0.38446641,20.33397675,21.39958382,21.50933075,21.13799286,21.87454987,4.576085091,4.392230988,4.587673664,4.567968845,4.470833302,94.22704315,81.5099411,91.9234848,74.2951889,95.0799942,1263.499268,1186.812012,1240.291138,1109.083496,1162.420166,25.57998848,27.51161957,29.97582626,30.87546921,29.37767982,27.51914215,26.19971275,25.7732563,26.07271004,27.07951164,26.9260273,25.53073692,6.649414063,543.7198486,1348.890625,1634.821533,1482.461304,1703.025146,690.8822021,774.3964233,871.5999756,980.6785889,1094.313843,32.50422668,36.43335342,41.00653076,46.13840103,51.48464584,6.687044144,6.177452087,6.931622982,5.935933113,6.688367844
NG202100000164,NGGE81FL,NG,2021,164,NG2021MIS,4483.881348,9541.516602,11015.64941,10949.31055,13920.6748,23.03216743,21.45936584,22.70655823,18.7209034,24.22663498,32.99173737,32.77323151,33.39586639,33.77693558,34.80581665,12.27764797,11.75327015,11.54111671,11.73786163,11.72465324,5,131.5625,0.273962855,0.275720477,0.252323329,0.24706845,0.222753406,0,0,0,0,0,33.68837738,8,1.192917943,0.071258396,0.026447449,0.167762831,0.280818522,0.285918921,26.98600578,27.36997223,27.74520874,27.73773384,28.57608414,5.691987991,83.00474548,42.06957245,68.61644745,7.115189075,0.424310923,0.44710654,0.355110347,0.336685896,0.306429267,0.433067232,0.444804639,0.287051797,0.26740244,0.24291119,33.453125,34.07437897,34.16498947,33.74667358,33.6596489,27.28673363,28.16992188,28.37164307,27.83985901,27.77763367,21.17547798,22.32110977,22.62387085,22.00881195,21.93499756,0.007156326,20.98027802,21.96671295,22.09454918,21.6985302,22.34635162,4.379094601,4.217086315,4.444589138,4.403472424,4.302213669,100.8600388,90.49599457,100.9213257,82.4369812,104.228157,1275.262329,1138.783325,1294.817749,1144.397583,1189.233032,26.17596817,28.2712307,30.23420334,30.8209095,29.38167572,27.72061348,26.48378563,26.19469452,26.41293716,27.38897133,27.31759262,26.03775597,13.19921875,997.3413086,2029.981445,2540.067139,2155.152344,2646.852539,774.4995728,868.121582,977.0895996,1099.369995,1226.758423,36.83521271,41.28787994,46.47040176,52.28605652,58.34465408,6.941638947,6.620142937,7.500421047,6.326151371,7.07754612
NG202100000165,NGGE81FL,NG,2021,165,NG2021MIS,5422.174805,20129.99219,14539.43945,20410.76172,24264.73828,36.72293091,32.61268997,35.1211853,29.36806107,37.0611496,30.49506187,30.46384239,30.7728138,30.44095612,31.57535362,11.37728596,10.61361408,10.58143806,10.86772251,10.88336277,2,290.8994141,0.345842689,0.351984084,0.343915462,0.351714104,0.33995679,0,0,0,0,0,27.90229225,10,0,0.061538953,0.024797471,0.179751933,0.238481864,0.206640571,25.81391716,26.05141068,26.09165382,25.71544838,27.06024933,3.042010546,88.98026276,24.60605431,9.41343689,2.504095793,0.354027897,0.444746494,0.332564771,0.230304435,0.267269999,0.326316655,0.43522203,0.263575554,0.160209119,0.209406883,31.84188461,32.14227676,32.31144333,32.07821274,32.03646088,26.12267113,26.81072044,26.99950981,26.61963272,26.56720161,20.4645977,21.52866173,21.73000526,21.21048927,21.15309715,0.247223362,21.13277245,21.63897705,21.41049576,20.98994255,22.54514503,3.614236116,3.679166794,3.773828268,3.819950819,3.676765203,132.7253418,119.9875259,132.5413208,112.1845474,136.265152,2304.75415,1968.860107,2220.32373,1837.094604,1970.170776,26.65639114,28.26930809,29.25369072,28.9207592,27.64624977,26.40314865,25.44009209,25.38448143,25.56033325,26.31682014,26.62573624,25.83820724,12.81835938,1477.847412,4345.270508,4536.01123,4079.194824,4682.098145,1509.613403,1692.096313,1904.491089,2142.833496,2391.132324,70.73789215,79.28872681,89.24118042,100.4095001,112.0443573,9.507447243,9.518294334,10.82085037,9.187295914,9.915708542
NG202100000166,NGGE81FL,NG,2021,166,NG2021MIS,240.1556549,208.0140686,233.2201996,241.5676422,270.2957153,20.5660038,18.18851089,19.59091377,15.95155716,20.84057045,33.51386261,34.12062454,34.42381668,34.95337296,35.93357468,12.77604198,12.30234432,11.98893261,12.19427109,12.19361973,5,167.8720703,0.323991477,0.312386453,0.297235936,0.281800002,0.267160624,0,0,0,0,0,27.0223732,8,0,0.052214362,0.023411121,0.340012431,0.231907621,0.169742301,27.00670433,27.69609451,28.00810242,28.0990448,28.8942337,4.916723251,61.83218765,24.5598526,1.490800619,6.862956524,0.499973178,0.517812788,0.447043985,0.501124024,0.430435091,0.580549717,0.548950911,0.400303304,0.454269856,0.391313881,33.76861954,34.45768356,34.51080704,34.01640701,33.97500229,27.35338593,28.28216171,28.48906326,27.89505196,27.85703087,20.99257851,22.15533829,22.52187538,21.82213593,21.78138161,0,20.49954605,21.27156258,21.59238625,21.24471664,21.85489082,4.632942677,4.44960928,4.654036522,4.617708206,4.526302338,95.2811203,80.93177032,91.17682648,73.65963745,94.33072662,1161.561279,1108.498901,1164.123291,1039.063354,1052.446899,25.70306206,27.78538704,30.24494362,31.29870987,29.81758308,27.71322823,26.38128281,25.92907143,26.250597,27.18808174,27.00741005,25.67948532,112.5244141,45.84912109,41.57642365,49.2481041,44.60868454,48.18607712,690.8033447,774.3080444,871.5004883,980.5666504,1094.188965,32.50422668,36.43335724,41.00653076,46.13840103,51.48464584,6.570559502,6.027851582,6.729622364,5.776119709,6.507096291
NG202100000167,NGGE81FL,NG,2021,167,NG2021MIS,1223.786987,957.9873047,1536.650635,1742.084961,1874.936157,20.7710495,18.86597061,20.29779434,16.44577026,21.53831863,33.73954391,33.21305466,35.07166672,35.06329346,37.20274353,12.8477869,12.39244747,12.02165794,12.2628479,12.27552128,5,236.4228516,0.32459867,0.288364738,0.290240288,0.285603821,0.257311195,0,0,0,0,0,26.41528893,8,0.437603146,0.05723628,0.023243262,0.398807704,0.213866517,0.150129795,27.0333519,27.29920197,28.25438881,28.01418495,29.48173523,9.331192017,117.2580414,41.28388214,16.31579971,8.507431984,0.493442237,0.518201888,0.458215117,0.525774121,0.457866192,0.582337618,0.5693326,0.42208308,0.492467135,0.432806402,33.62569427,34.30104446,34.31324005,33.84184265,33.83055496,27.17591095,28.08363724,28.27061653,27.69383812,27.67131042,20.77790833,21.90859413,22.2915802,21.57899284,21.55503464,0.057706706,20.32715797,21.38534737,21.43710899,20.96507645,21.76072884,4.554644108,4.369748116,4.562326431,4.547656536,4.450000286,94.60473633,82.43954468,92.6051712,74.78971863,95.84552765,1286.207642,1198.792236,1280.291382,1139.292358,1202.265747,25.53776169,27.49346733,29.90230942,30.76730919,29.25113297,27.42415619,26.1094017,25.68691254,25.99555779,26.97402191,26.80903625,25.45583153,9.44140625,210.9883728,191.4759216,227.9117737,321.6992188,334.2480774,690.9606323,774.484375,871.6989746,980.789917,1094.43811,32.50422668,36.43335724,41.00653458,46.13840103,51.48464584,6.736549377,6.265203953,7.009730816,5.983285427,6.753715038
NG202100000168,NGGE81FL,NG,2021,168,NG2021MIS,1520.543945,1488.331543,1643.300049,2227.366211,1839.83667,20.99257469,19.09263992,20.51039124,16.66096115,21.85250282,33.08448029,32.20478058,32.88628769,32.58985138,33.63883209,12.90585995,12.47711277,12.06821537,12.32419014,12.34716511,5,439.2998047,0.308008522,0.293925971,0.302987784,0.302825421,0.299172044,0,0,0,0,0,25.16281128,8,0.136998564,0.046894759,0.020905197,0.418317288,0.211421698,0.15598999,26.97488785,26.80213547,27.33847809,27.00173569,27.70614624,6.063077927,72.11904144,37.79819489,14.61138058,8.222271919,0.422215313,0.417699605,0.313984811,0.358889014,0.323213845,0.431352794,0.394200504,0.243643895,0.289004505,0.261143744,33.05786896,33.75752258,33.75151825,33.29867172,33.28610992,26.58305931,27.49882889,27.68893242,27.11762238,27.08638573,20.15201187,21.28041077,21.68330383,20.97447968,20.93894768,0,20.8652916,21.39949226,21.79067039,21.4136219,21.77346039,4.508608341,4.316883564,4.512210846,4.491811275,4.395833492,94.64730072,82.42070007,92.54721069,74.83789063,96.05996704,1300.956787,1221.832031,1320.741455,1147.630127,1179.242798,24.95538521,26.84293747,29.19278336,30.05377579,28.49236298,26.70929718,25.4707489,25.06684113,25.32682419,26.35598946,26.21772575,24.88626862,77.90136719,284.7189026,278.9182129,292.1533813,385.588501,306.8673401,2030.584717,2276.042969,2561.73584,2882.330566,3216.318115,95.53377533,107.081955,120.5230637,135.6062164,151.3194733,6.908236027,6.416584015,7.226044178,6.142495632,6.950960636
NG202100000169,NGGE81FL,NG,2021,169,NG2021MIS,452.0672607,474.3479919,552.0257568,624.8311157,663.3536377,22.43832779,20.50345421,21.55481911,18.1044445,23.18106842,30.82541656,30.66546249,32.17027664,33.46347427,33.53725052,12.22686672,11.69094372,11.53712368,11.70392036,11.66631985,5,108.5683594,0.366928667,0.348153114,0.306382269,0.312635124,0.299410135,0,0,0,0,0,28.89036369,8,0.479453027,0.072473235,0.030177848,0.180030271,0.290971249,0.321356118,25.58746719,25.86701965,26.67023087,27.52119255,27.35368729,3.836408854,62.03463364,23.84538078,0,5.019184113,0.482100785,0.48780182,0.396386445,0.410899639,0.376078069,0.528858483,0.507897019,0.332712114,0.348089248,0.321011245,33.43645859,34.06925583,34.22714233,33.74684525,33.64810562,27.29393768,28.19570351,28.43136597,27.85956383,27.78995895,21.20959282,22.37831306,22.6900177,22.04292488,21.98178482,0,20.34951973,21.06857681,21.17018509,21.57891083,21.17012215,4.463382721,4.303631306,4.536429405,4.49305582,4.382161617,100.1508408,88.23931122,97.78191376,81.34427643,101.5831909,1175.561035,1056.035278,1185.617432,1102.896362,1110.895142,26.13643456,28.27751732,30.26424599,30.77305222,29.47900391,27.72561836,26.43792915,26.17296028,26.42961502,27.30840302,27.20475769,25.99720192,155.1982422,91.86398315,100.9187164,124.1764679,122.9854813,126.1288986,783.7232666,878.4602051,988.7260132,1112.462646,1241.368164,36.83521271,41.28787613,46.47040176,52.28605652,58.34465408,6.691126823,6.30350256,7.057738781,6.047991753,6.731018543
NG202100000170,NGGE81FL,NG,2021,170,NG2021MIS,1176.785156,1231.969727,1096.517212,1264.723511,1631.279663,19.12063408,16.54276085,17.80171585,14.61225414,19.04883003,34.10993576,34.64430237,34.51808929,34.93629074,35.51249313,12.89380836,12.42764759,12.142766,12.31629086,12.29652786,5,195.9472656,0.298034847,0.291727304,0.285003036,0.290587664,0.287405074,0,0,0,0,0,29.85753441,7,0,0.051902901,0.026133176,0.386811078,0.313631475,0.190250114,27.22400284,27.93034744,28.09063148,28.46158409,29.19274902,7.167038441,81.64756775,40.82125092,3.274864197,12.2386198,0.443198472,0.45528537,0.355554551,0.38878262,0.337992758,0.467956275,0.439962864,0.29318881,0.32073471,0.278663456,33.65186691,34.39006042,34.49247742,33.95982742,33.87759018,27.17980385,28.15130234,28.39257813,27.77026939,27.70274925,20.75805855,21.96241379,22.34971237,21.64353371,21.58106232,0,20.33806801,21.2163887,21.66317177,21.98687553,22.87300491,4.807986259,4.628472328,4.844314098,4.78544569,4.684114933,91.93173981,76.56771088,86.23709869,69.92614746,89.22691345,1060.110962,1077.077515,994.5704956,948.2553711,928.7980347,25.58271408,27.69736481,30.18141365,31.39920044,29.97626877,27.78179741,26.34424019,25.79114151,26.12778664,27.15999031,26.87578773,25.54681396,65.63964844,257.8361816,266.7579956,247.8942261,253.3061829,315.5194702,542.243042,607.7897339,684.0805054,769.6915283,858.8787842,25.53784561,28.62487793,32.2179184,36.24991608,40.45033646,6.257638454,5.627277374,6.254397869,5.444551468,6.109755516
