DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp2010,Night_Land_Surface_Temp2015,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
ET201600000081,ETGE71FL,ET,2016.0,81.0,ET2016DHS,42190.703125,48223.0859375,54737.65625,55.650001525878906,55.583335876464844,46.30833435058594,42.125,12.075949668884277,12.261029243469238,10.271718978881836,9.075404167175293,0.0017177344166806766,0.004564159682818821,0.0178583562374115,33.6827278137207,33.973331451416016,33.22666549682617,34.57500076293945,14.791666984558105,14.65000057220459,14.241666793823242,14.391666412353516,7.0,1578.0,1507.0,1718.0,2004.0,2001.0,1945.0,2098.0,0.00416666641831398,0.006666666362434626,0.0,0.0,64.0,634.779296875,5,0.6456478834152222,0.0,0.258989684902234,0.33604173622223793,23.475454330444336,23.74916648864746,23.413333892822266,24.210832595825195,65.1279541015625,88.69696451822917,28.84706827799479,0.14200504620869955,18.362913004557292,0.042353831231594086,0.04325293377041817,0.005384159740060568,0.00409475015476346,0.0207816269248724,0.021798286586999893,0.0026196222752332687,0.0020102395210415125,27.666667938232422,27.95833396911621,28.20833396911621,28.408334732055664,20.25,20.600000381469727,21.066667556762695,21.17500114440918,12.875,13.308333396911621,13.966667175292969,14.016666412353516,5.215043924622616,13.600000381469727,13.84666633605957,13.268181800842285,13.524999618530273,13.600000381469727,13.84666633605957,4.608333587646484,4.5333333015441895,4.508333206176758,4.641666889190674,36534.95495,94601.61579,150135.6692,762.0,560.0,725.0,809.0,729.0,698.0,651.0,3.6020289103190106,0.0,2.0,3.0,20.809999465942383,17.406999588012695,16.98200035095215,18.45199966430664,17.558000564575195,17.426000595092773,20.433000564575195,19.98699951171875,20.966999053955078,17.77400016784668,18.433000564575195,18.038000106811523,87.73333333333333,5.066666666666666,430.45440673828125,496.30712890625,567.2684936523438,643.9022216796875,15543.78125,17778.5,20148.9296875,22667.4921875,1241.7140625,1420.2346354166666,1609.5958333333333,1810.79140625,5.265833377838135,5.7158331871032715,5.733333110809326,4.4633331298828125
ET201600000082,ETGE71FL,ET,2016.0,82.0,ET2016DHS,7230.3896484375,8264.1806640625,9380.609375,30.33333396911621,58.13333511352539,42.00833511352539,61.0,7.1372551918029785,13.21212100982666,9.962450981140137,13.656716346740723,7.17246030180599e-06,7.17246030180599e-06,1.0592181580706527e-05,32.74681854248047,33.73861185709635,33.4433339436849,34.23236083984375,11.850000381469727,11.041666984558105,10.108333587646484,11.050000190734863,2.0,1857.25,1773.8333333333333,1696.0833333333333,1861.75,1888.6666666666667,1815.6666666666667,1957.25,0.0,0.0,0.0,0.0,14.537433155080214,578.42333984375,6.0,0.0,0.0,0.2595105124454501,0.35408950676638135,25.584243774414062,26.538958231608074,26.592013041178387,27.133682250976562,8.027504334475267,1.5566148400944184,2.9883187849891377,0.0011306261633806688,0.7695904084067932,0.1095712695802961,0.06545512165342059,0.0153445622750691,0.02428802422114781,0.06424746343067714,0.03393920191696712,0.0074551041637148175,0.012427603559834617,28.21666717529297,28.183334350585938,27.92500114440918,28.75,22.274999618530273,22.641666412353516,22.858333587646484,23.191667556762695,16.366666793823242,17.141666412353516,17.816667556762695,17.700000762939453,0.0,19.740694681803387,20.035001118977863,18.421666463216145,19.339305877685547,19.740694681803387,20.035001118977863,4.25,4.400000095367432,4.2166666984558105,4.4666666984558105,16064.13882,120285.5257,296933.5629,577.9,617.4,585.0,321.0,365.8,468.7,530.4,0.6810591182606743,0.0,0.0,0.0,23.20924949645996,20.76700210571289,23.326749801635742,25.203250885009766,24.529251098632812,20.303001403808594,20.964750289916992,24.844749450683594,21.96324920654297,22.223251342773438,22.302249908447266,21.89550018310547,713.7566844919786,151.93582887700535,3.48025088609077,4.012675355500681,4.586402165467473,5.20599082510218,4591.525390625,5321.00927734375,6110.310546875,6965.40576171875,14.294564150233958,16.565633355614974,19.022925718582886,21.68505859375,7.4608330726623535,9.601666450500488,10.188333511352539,10.72833251953125
ET201600000083,ETGE71FL,ET,2016.0,83.0,ET2016DHS,30944.82421875,35369.27734375,40147.3984375,87.96666717529297,107.61666870117188,92.83333587646484,81.89167022705078,26.389999389648438,31.34465980529785,28.060453414916992,23.28672981262207,0.08212661743164062,0.15101475899036115,0.2421600451836219,30.379091262817383,29.928333282470703,28.344999313354492,30.674999237060547,15.433333396911621,14.875,13.841667175292969,14.708333969116211,7,2023,2164,2138,2220,2316,2136,2217,1.0699999332427979,0.6183333396911621,0.22749999165534973,0.23416665196418762,74.25,907.2272338867188,9,0.0914015918970108,0.0,0.24743846628425284,0.30800757977958604,21.03818130493164,20.65416717529297,19.844999313354492,21.616666793823242,129.01534830729167,161.1892578125,10.660154215494792,0.41654783884684243,67.4793701171875,0.025275355204939842,0.06189674139022827,0.00532623240724206,0.0038682559970766306,0.013545134104788303,0.0369282066822052,0.0028361689765006304,0.0020717610605061054,24.95833396911621,24.975000381469727,24.75,25.600000381469727,17.20833396911621,17.5,17.80000114440918,18.225000381469727,9.52500057220459,10.100000381469727,10.908333778381348,10.891666412353516,3.351764424641927,11.345000267028809,12.558333396911621,11.697272300720215,11.380000114440918,11.345000267028809,12.558333396911621,3.3333334922790527,3.433333396911621,3.308333396911621,3.5166666507720947,403171.7954,90792.43304,9018.047213,1065,1080,925,1027,1187,1274,766,0.6627045313517252,3.0,3.0,3.0,18.972999572753906,16.725000381469727,15.984000205993652,17.084999084472656,16.219999313354492,16.81100082397461,18.152999877929688,18.500999450683594,18.827999114990234,16.30900001525879,16.52199935913086,17.131000518798828,6.933333333333334,0.0,130.746142578125,150.7482421875,172.30205078125,195.57874348958333,16947.3125,18984.455078125,21072.1875,23217.40625,1328.7923177083333,1488.5190104166666,1652.2125,1820.4131510416667,9.404999732971191,8.994166374206543,9.054166793823242,7.446666717529297
ET201600000084,ETGE71FL,ET,2016.0,84.0,ET2016DHS,44144.1796875,50455.86328125,57272.06640625,55.650001525878906,55.583335876464844,46.30833435058594,42.125,12.075949668884277,12.261029243469238,10.271718978881836,9.075404167175293,0.00033742060454992147,0.001481795540222755,0.004073376265855936,30.422727584838867,30.860000610351562,30.190000534057617,31.578332901000977,14.791666984558105,14.65000057220459,14.241666793823242,14.391666412353516,7.0,1722,1688,1838,2122,2101,2062,2184,0.00416666641831398,0.006666666362434626,0.0,0.0,62.5625,634.779296875,5,3.1681649684906006,0.0,0.24663761234454018,0.3221256125847495,22.39090919494629,22.61833381652832,22.40999984741211,23.360000610351562,101.74627685546875,79.15618133544922,64.99847412109375,0.14340350031852722,29.171541213989258,0.03701363503932953,0.041009727865457535,0.005852058529853821,0.004829582758247852,0.018075939267873764,0.020691409707069397,0.0028491506818681955,0.0023738588206470013,27.666667938232422,27.95833396911621,28.20833396911621,28.408334732055664,20.25,20.600000381469727,21.066667556762695,21.17500114440918,12.875,13.308333396911621,13.966667175292969,14.016666412353516,4.353289794921875,14.630000114440918,15.141666412353516,14.359090805053711,14.376667022705078,14.630000114440918,15.141666412353516,4.608333587646484,4.5333333015441895,4.508333206176758,4.641666889190674,33887.8623,111731.9596,134681.4849,662.0,442.0,635.0,765.0,641.0,644.0,582.0,6.3063836097717285,0.0,0.0,3.0,21.820999145507812,18.60099983215332,17.895999908447266,19.101999282836914,18.333999633789062,18.56800079345703,21.493999481201172,20.884000778198242,21.834999084472656,18.857999801635742,19.850000381469727,19.327999114990234,70.3125,3.0625,513.4663736979167,592.0186197916667,676.6647786458333,768.0770833333333,21341.466796875,24409.388671875,27664.06640625,31121.853515625,1598.6474609375,1828.4595947265625,2072.26123046875,2331.277099609375,5.265833377838135,5.7158331871032715,5.733333110809326,4.4633331298828125
ET201600000085,ETGE71FL,ET,2016.0,85.0,ET2016DHS,3727.6279296875,4260.599609375,4836.1748046875,26.25,26.25,17.850000381469727,35.60000228881836,4.585152626037598,4.558610439300537,3.1224489212036133,5.844049453735352,2.8372682535495514e-05,4.258253074322756e-05,0.00020143351493737637,41.39727274576823,41.38347371419271,40.64958190917969,40.018333435058594,14.27500057220459,13.708333969116211,12.533333778381348,13.850000381469727,10.0,1059.5,955.5,1032.4166666666667,1209.3333333333333,1323.0833333333333,1187.0,1288.4166666666667,0.0,0.0,0.0,0.0,25.394101876675602,645.9503348214286,2.0,0.0,0.0,0.3014851551848956,0.3881694903032781,32.26515197753906,32.81645711263021,32.65263875325521,32.55347188313802,4.2691316579046585,3.440452923403988,23.46485945878016,0.005366194983270149,16.360303127094504,0.04437488743237087,0.05422172376087734,0.010347330144473485,0.01988945688520159,0.02467471148286547,0.03128109659467425,0.00534626841545105,0.010697365871497564,35.900001525878906,35.833335876464844,35.391666412353516,36.724998474121094,28.733333587646484,28.95833396911621,29.100000381469727,29.766666412353516,21.625,22.125,22.858333587646484,22.875,0.01580647925737341,24.65569559733073,25.08861033121745,23.133028666178387,24.24944559733073,24.65569559733073,25.08861033121745,5.724999904632568,5.758333683013916,5.7166666984558105,6.0916666984558105,121521.1115,353222.7053,469425.9474,272.6,233.6,307.0,295.2,200.9,166.9,348.4,0.41820483169351125,0.0,0.0,0.0,29.89940185546875,28.0114013671875,28.58179931640625,30.096197509765624,28.831201171875,27.87659912109375,28.2416015625,31.049200439453124,28.706402587890626,28.165802001953125,28.77900085449219,29.126400756835938,610.7774798927614,214.17426273458446,1.146767858556799,1.322205249683277,1.5112525733741553,1.7154115419130067,7804.3115234375,9013.1279296875,10314.10546875,11716.0546875,24.4462890625,28.232793649463808,32.307981107573724,36.69945961796247,2.8249998092651367,2.8249998092651367,2.370833158493042,3.1441664695739746
ET201600000086,ETGE71FL,ET,2016.0,86.0,ET2016DHS,69585.0234375,79534.21875,90278.6875,89.3499984741211,98.64167022705078,121.41666412353516,103.65833282470703,24.47945213317871,26.24612045288086,33.34096145629883,27.15938949584961,0.001456551159484477,0.0029658686511124235,0.008029611050328123,27.717422485351562,27.25708262125651,26.406389872233074,27.324025472005207,16.325000762939453,15.475000381469727,14.783333778381348,15.574999809265137,-9999,3139.8333333333335,3235.1666666666665,3258.9166666666665,3372.8333333333335,3561.6666666666665,3500.9166666666665,3599.5,0.36249998211860657,0.21583332121372223,0.006666666362434626,0.1433333307504654,39.119891008174385,589.2826450892857,11.0,0.0,0.0,0.27953939431842584,0.362182921067765,20.29287846883138,20.474305470784504,19.81451416015625,20.710556030273438,117.46273629087193,67.17064564884195,14.827241570163487,0.08569623339078732,114.67234332425068,0.07891340255737304,0.06569981575012207,0.00949926773707072,0.005192727347215017,0.04397106568018595,0.034405283133188885,0.004582623640696208,0.0025124122699101766,26.066667556762695,26.0,25.866666793823242,26.508333206176758,17.891666412353516,18.241666793823242,18.441667556762695,18.683334350585938,9.741666793823242,10.52500057220459,11.083333969116211,10.933333396911621,0.004010549318992486,13.222638448079428,14.097084045410156,12.868333180745443,13.6915283203125,13.222638448079428,14.097084045410156,3.6500000953674316,3.758333444595337,3.6416666507720947,3.816666603088379,169550.9786,49464.05909,30557.0043,1005.4,1180.7,1166.9,1030.2,1232.7,1369.2,1307.3,6.423623233140327,0.0,0.0,1.0,20.101749420166016,18.668750762939453,19.975500106811523,21.554750442504883,20.926000595092773,18.503999710083008,18.932750701904297,21.401748657226562,19.347749710083008,19.86425018310547,19.813751220703125,19.531749725341797,179.49046321525884,100.60490463215258,32.31455288138441,37.25817477318548,42.585307459677416,48.338258148521504,51924.3125,60584.140625,70042.90625,80382.46875,165.29007365463215,192.85682050408718,222.96681284059946,255.88057731607628,8.921666145324707,9.214166641235352,12.766666412353516,10.045000076293945
ET201600000087,ETGE71FL,ET,2016.0,87.0,ET2016DHS,4397.5234375,5026.27685546875,5705.28857421875,51.45000076293945,57.47500228881836,74.57500457763672,65.35833740234375,11.737642288208008,12.60877513885498,16.98102378845215,14.285974502563477,0.0,3.2847017571804626e-05,0.004737977768964828,37.353271484375,33.97666625976562,33.73683471679688,34.5038330078125,15.983333587646484,15.158333778381348,14.566666603088379,15.358333587646484,-9999,2813.6,2821.6,2782.2,2870.5,3129.6,2983.7,2965.8,0.0,0.0,0.0,0.0,28.796195652173914,579.0348307291666,6.0,0.0,0.0,0.26928830860671743,0.36087388467522663,29.48154296875,27.452667236328125,27.428250122070313,28.032415771484374,24.637923530910324,0.969970703125,28.267870032269023,0.003991270194882932,14.14270948327106,0.08982208796909877,0.07819761548723493,0.010005350623811995,0.005812807274716241,0.051096933228628974,0.04165760959897723,0.004843376576900482,0.0028347492750201908,30.766666412353516,30.733333587646484,30.608333587646484,31.21666717529297,22.758333206176758,23.125,23.30000114440918,23.5,14.783333778381348,15.575000762939453,16.041667938232422,15.858333587646484,0.004819868704624202,21.119667053222656,21.561000061035156,21.609817504882812,20.92866668701172,21.119667053222656,21.561000061035156,4.383333206176758,4.558333396911621,4.391666889190674,4.575000286102295,105212.6279,4891.029635,87488.5907,816.0,949.8,841.2,729.8,898.8,1009.2,955.8,3.79096852178159,0.0,0.0,0.0,25.147000630696613,23.18800099690755,25.84600067138672,27.0836664835612,26.766334533691406,23.95166778564453,24.670333862304688,26.726666768391926,25.11266581217448,25.25499979654948,24.932668050130207,24.639666239420574,255.7663043478261,141.7201086956522,1.9799525289509536,2.2828542101285763,2.6092539275374658,2.9617440953891347,4408.0087890625,5143.1435546875,5946.08740234375,6823.9296875,13.983458145805027,16.31551460597826,18.86268018639606,21.64745032269022,6.983333110809326,7.4008331298828125,11.03083324432373,8.654166221618652
ET201600000088,ETGE71FL,ET,2016.0,88.0,ET2016DHS,3835.335693359375,4383.70751953125,4975.91259765625,136.15000915527344,124.20000457763672,137.7166748046875,126.5999984741211,38.35211181640625,34.42032241821289,39.06855773925781,34.924137115478516,0.0,0.0,0.0,30.831517537434895,30.70319366455078,31.539998372395832,30.66527811686198,13.308333396911621,12.741666793823242,12.341667175292969,12.800000190734863,2.0,3048.75,3200.8333333333335,3296.8333333333335,3454.4166666666665,3399.0833333333335,3223.1666666666665,3357.3333333333335,0.0,0.0,0.0,0.0,22.00268096514745,603.2845458984375,9.0,0.0,0.0,0.2346944713867204,0.2899076216672466,25.237197875976562,25.19324493408203,25.925554911295574,25.480486551920574,1.8527239679331435,7.8712030569286195,4.246790827119638,0.007021175312931991,0.9286669201889243,0.16442520916461945,0.1714588701725006,0.013088470324873924,0.00705276895314455,0.10839313268661499,0.11154986917972565,0.006332164164632559,0.0034446583595126867,27.791667938232422,27.975000381469727,28.066667556762695,28.33333396911621,21.108333587646484,21.59166717529297,21.883333206176758,21.916667938232422,14.483333587646484,15.233333587646484,15.725000381469727,15.533333778381348,0.0,20.311111450195312,20.295694986979168,19.64287821451823,19.68329620361328,20.311111450195312,20.295694986979168,3.549999952316284,3.6083333492279053,3.5250000953674316,3.625,128428.0643,215963.6883,196554.4277,1400.7,1340.5,1148.4,1388.3,1271.0,1208.7,1290.2,2.8221412638237267,1.0,0.0,0.0,28.433000564575195,22.053998947143555,22.048751831054688,26.06875228881836,23.55500030517578,21.886249542236328,23.49974822998047,27.949750900268555,25.80150032043457,22.03799819946289,22.3487491607666,22.047250747680664,828.8364611260054,265.4691689008043,1.821655765656502,2.100340320217994,2.4006446100050405,2.7249534360824095,3473.47265625,4061.05322265625,4704.72607421875,5410.294921875,11.005181279323056,12.866843215901474,14.906223818699733,17.141714142091153,7.21999979019165,7.603332996368408,7.87833309173584,8.366666793823242
ET201600000089,ETGE71FL,ET,2016.0,89.0,ET2016DHS,41206.07421875,47097.671875,53460.2109375,57.32500076293945,57.583335876464844,48.92499923706055,43.44166564941406,13.127862930297852,13.262955665588379,11.355899810791016,9.835848808288574,0.004480679578418973,0.005522262446488006,0.010031526601767237,34.077273559570315,33.982666015625,33.21816711425781,35.1,14.65000057220459,14.491666793823242,14.066666603088379,14.27500057220459,7.0,1470.8,1356.4,1563.0,1722.0,1652.4,1719.5,1661.3,0.3541666567325592,0.22583332657814026,0.053333330899477005,0.16499999165534973,35.02116402116402,638.7696707589286,5.0,0.27959737181663513,0.0,0.2381202176483974,0.31836388389221143,25.388819885253906,25.525666809082033,24.937249755859376,26.497833251953125,44.90012265006596,61.12732932058047,37.947038876978894,0.06301705755470297,4.7086915995011545,0.03877473995089531,0.04857688769698143,0.008907604962587357,0.007704111747443676,0.01907421462237835,0.024826448410749435,0.004332270938903093,0.003812514478340745,25.133333206176758,25.42500114440918,25.65833282470703,25.883333206176758,17.80000114440918,18.149999618530273,18.608333587646484,18.733333587646484,10.483333587646484,10.933333396911621,11.591667175292969,11.608333587646484,0.0,16.656332397460936,17.89566650390625,16.700364685058595,17.068667602539062,16.656332397460936,17.89566650390625,4.366666793823242,4.3416666984558105,4.308333396911621,4.4166669845581055,15359.50197,134549.8543,99055.13491,616.9090909090909,386.54545454545456,606.7272727272727,631.6363636363636,573.3636363636364,586.8181818181819,477.1818181818182,4.235132544525066,0.0,0.0,0.0,22.4424991607666,20.32900047302246,18.780250549316406,20.098249435424805,19.022001266479492,20.208749771118164,23.833248138427734,21.141498565673828,22.706249237060547,19.616498947143555,20.863750457763672,21.583499908447266,314.2849604221636,96.15303430079156,17.41452610746343,20.078675615026597,22.94949925199468,26.0498046875,38268.14453125,43770.2109375,49605.94921875,55806.3125,121.16148581794195,138.5816808212401,157.05831546833772,176.68943766490764,5.673333168029785,6.2158331871032715,6.361666679382324,4.829999923706055
ET201600000090,ETGE71FL,ET,2016.0,90.0,ET2016DHS,13824.3359375,15800.923828125,17935.5078125,105.57500457763672,121.91667175292969,105.31666564941406,90.31666564941406,32.9921875,37.131980895996094,33.257896423339844,26.893299102783203,0.008706661787900057,0.08008791099895131,0.2921660163185813,28.013635635375977,27.594999313354492,26.59166717529297,29.6299991607666,15.341667175292969,14.866666793823242,13.77500057220459,14.583333015441895,7,2651.0,2612.0,2660.0,2799.0,2828.0,2774.0,2611.0,2.2908332347869873,1.6666666269302368,0.8499999642372131,0.7083333134651184,71.33333333333333,987.0639038085938,10.0,0.03739875182509422,-9999,-9999,-9999,18.727272033691406,18.519166946411133,18.080833435058594,20.042499542236328,128.53836059570312,157.57687377929688,19.93054962158203,0.5312599539756775,59.772300720214844,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.21666717529297,23.283334732055664,23.058334350585938,23.850000381469727,15.516666412353516,15.824999809265137,16.133333206176758,16.524999618530273,7.875,8.416666984558105,9.283333778381348,9.266666412353516,4.364235432942708,9.569999694824219,10.454999923706055,9.440909385681152,9.443333625793457,9.569999694824219,10.454999923706055,3.200000047683716,3.2833333015441895,3.1666667461395264,3.3583333492279053,385748.566,84531.203,27718.2771,1013,1171,904,1033,1065,1213,687,5.533904075622559,0.0,3.0,3.0,16.892000198364258,14.987000465393066,14.13700008392334,15.949999809265137,15.039999961853027,15.168999671936035,16.280000686645508,16.816999435424805,17.211000442504883,14.416000366210938,14.67300033569336,15.144000053405762,20.75,1.1875,67.87406921386719,78.25773620605469,89.44694519042969,101.5305404663086,50829.8828125,56939.7890625,63201.7890625,69636.234375,3738.17333984375,4187.51318359375,4648.03857421875,5121.24560546875,9.782499313354492,9.403332710266113,9.37833309173584,7.641666412353516
ET201600000091,ETGE71FL,ET,2016.0,91.0,ET2016DHS,351406.09375,401649.71875,455909.5625,105.57500457763672,121.91667175292969,105.31666564941406,90.31666564941406,32.9921875,37.131980895996094,33.257896423339844,26.893299102783203,0.613629781282865,0.7105299142690805,0.7578220367431641,28.87363624572754,28.781665802001953,28.104999542236328,30.325000762939453,15.341667175292969,14.866666793823242,13.77500057220459,14.583333015441895,7.0,2395.0,2423.0,2312.0,2230.0,2330.0,2107.0,2095.0,2.2908332347869873,1.6666666269302368,0.8499999642372131,0.7083333134651184,79.75,987.0639038085938,10,0.12465330213308334,-9999,-9999,-9999,19.639999389648438,19.6200008392334,19.206666946411133,20.912500381469727,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.21666717529297,23.283334732055664,23.058334350585938,23.850000381469727,15.516666412353516,15.824999809265137,16.133333206176758,16.524999618530273,7.875,8.416666984558105,9.283333778381348,9.266666412353516,11.819951643023575,10.308333396911621,11.5,10.406363487243652,10.458333015441895,10.308333396911621,11.5,3.200000047683716,3.2833333015441895,3.1666667461395264,3.3583333492279053,397963.204,99131.49757,22500.88215,1174,1365,1112,1189,1174,1322,768,3.8785665035247803,3.0,3.0,3.0,16.882999420166016,15.295999526977539,14.409000396728516,15.60099983215332,15.22700023651123,15.227999687194824,15.77400016784668,16.763999938964844,16.610000610351562,14.59000015258789,14.664999961853027,15.347000122070312,4.75,0.0,1943.19482421875,2240.47314453125,2560.8134765625,2906.759765625,222537.5625,249286.890625,276701.375,304871.0625,16365.8583984375,18333.05859375,20349.173828125,22420.828125,9.782499313354492,9.403332710266113,9.37833309173584,7.641666412353516
ET201600000092,ETGE71FL,ET,2016.0,92.0,ET2016DHS,4337.07470703125,4957.18505859375,5626.86328125,28.975000381469727,18.883333206176758,30.433334350585938,40.72500228881836,5.143490791320801,3.3128654956817627,5.402366638183594,6.75,0.0011932229316687281,0.001725915300695202,0.0022207519298867336,40.17745666503906,40.29800109863281,39.691165161132815,39.522830200195315,14.633333206176758,14.066666603088379,12.891667366027832,14.208333969116211,10.0,1168.0,1121.5,1207.0,1326.8,1383.8,1341.4,1488.4,0.0,0.0,0.0,0.0,17.065573770491802,634.5983072916666,4.0,0.0,0.0,0.30283681564034365,0.3899946329209546,30.570001220703126,31.035498046875,30.953329467773436,31.163082885742188,0.6236792577456122,3.4367160744863012,21.075,0.001044524859075677,17.842941994863015,0.052996620535850525,0.06472546607255936,0.018727432936429977,0.024606209248304367,0.029843688011169434,0.03720087558031082,0.009980086237192154,0.013673746958374977,33.45000076293945,33.45833206176758,32.95833206176758,34.358333587646484,26.116666793823242,26.399999618530273,26.46666717529297,27.233333587646484,18.816667556762695,19.391666412353516,20.066667556762695,20.149999618530273,0.008873320879842973,22.215499877929688,22.80333251953125,20.962545776367186,21.772999572753907,22.215499877929688,22.80333251953125,5.633333206176758,5.699999809265137,5.633333206176758,6.0333333015441895,192494.2412,466068.0824,406885.3115,530.0,362.7,486.5,466.2,309.3,329.5,485.1,0.5398998939827697,0.0,0.0,0.0,28.084332784016926,26.002667744954426,25.42699940999349,27.05433400472005,25.87566630045573,25.87799835205078,26.37866719563802,28.0673344930013,26.7086664835612,25.650665283203125,26.579666137695312,27.12133280436198,383.63287671232877,163.413698630137,1.3018274970233121,1.5009866806275067,1.7155960817388034,1.947360115255264,2808.71630859375,3243.757568359375,3711.990234375,4216.52685546875,9.003726321703768,10.398311750856164,11.89929633989726,13.516656410530821,5.274999618530273,4.204999923706055,4.652500152587891,4.31416654586792
ET201600000093,ETGE71FL,ET,2016.0,93.0,ET2016DHS,136516.859375,156035.875,177115.140625,81.18333435058594,73.64167022705078,86.03333282470703,68.30833435058594,19.101961135864258,16.89674949645996,20.203521728515625,15.2929105758667,9.73952313264211e-06,4.7266607483228046e-05,0.00012684606370471773,28.170203314887154,27.851667616102432,27.237592909071182,29.284071180555557,15.791666984558105,15.191667556762695,14.050000190734863,15.133333206176758,10.0,2515.8888888888887,2535.777777777778,2594.777777777778,2808.4444444444443,2941.3333333333335,2844.3333333333335,2970.8888888888887,0.3891666531562805,0.1433333307504654,0.0008333332953043282,0.06916666775941849,41.94836956521739,623.9039481026786,8.0,0.1967349797487259,0.0,0.2687112487389734,0.34690141865362717,19.946868896484375,19.954630533854168,19.686852349175346,21.058241102430557,199.68699048913044,213.2532269021739,49.587646484375,0.09327198111492654,39.94069505774456,0.03575785458087921,0.04996968309084574,0.006377643595139186,0.004238935187458992,0.01756022870540619,0.024847760796546936,0.0030280022571484246,0.0020321129510800042,27.933334350585938,27.825000762939453,27.608333587646484,28.600000381469727,20.008333206176758,20.200000762939453,20.558334350585938,21.008333206176758,12.141666412353516,12.633333206176758,13.558333396911621,13.466667175292969,0.013583886567490738,12.136110093858507,12.832407633463541,11.723535325792101,12.057592603895399,12.136110093858507,12.832407633463541,4.25,4.358333587646484,4.258333683013916,4.4666666984558105,188816.6574,75826.74268,124351.3669,994.4,1026.7,925.1,890.3,1001.0,1321.6,626.6,7.656682553498642,0.0,0.0,0.0,17.634750366210938,16.2760009765625,15.133501052856445,15.888750076293945,15.302499771118164,16.866750717163086,18.647998809814453,16.619001388549805,19.05175018310547,15.262499809265137,15.991250038146973,16.489500045776367,215.6820652173913,45.21195652173913,66.31144710242587,76.45605205525607,87.3876505643531,99.19305929919138,100523.515625,117944.90625,137121.5625,158242.875,321.69072690217394,377.4418308423913,438.8101222826087,506.4015794836956,7.352499961853027,6.201666355133057,7.238333225250244,5.605833053588867
