DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
MW201700000040,MWGE7IFL,MW,2017.0,40.0,MW2017MIS,11415.5791015625,13226.2421875,15416.08203125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.002030980349941687,0.012242577292702415,0.018388986587524414,25.246362686157227,26.301666259765625,24.588333129882812,25.68166732788086,-9999,-9999,-9999,-9999,7,2941,2847,2869,2938,3106,3023,3098,-9999,-9999,-9999,-9999,37.733333333333334,857.3720092773438,9,0.002837464911863208,0.2504355833651445,0.2517846013659322,0.7645558916098556,19.755455017089844,20.543333053588867,19.924165725708008,20.402196884155273,0.7171906743730817,103.23817661830357,-1.0,1.1173255784170968,13.354229518345424,0.015558730278696333,0.22075188159942627,0.1573234498500824,0.16425330936908722,0.13148941099643707,0.16522373259067535,0.107591412961483,0.10796906054019928,0.08305128663778305,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.9701623587772763,14.264545440673828,14.78499984741211,15.260000228881836,15.122727394104004,-9999,-9999,-9999,-9999,69491.17276,48450.93303,28697.166,1362,824,922,1093,705,990,877,0.7394263403756278,1.0,1.0,2.0,19.21299934387207,15.376999855041504,20.937000274658203,20.45800018310547,20.531999588012695,13.907999992370605,14.460999488830566,19.990999221801758,16.823999404907227,21.701000213623047,20.781999588012695,17.79199981689453,8.714285714285714,1.5714285714285714,118.78620147705078,135.28428649902344,156.74217224121094,182.69363403320312,7890.0810546875,10294.349609375,13614.6123046875,17954.79296875,668.087890625,871.6681082589286,1152.8097098214287,1520.3125,-9999,-9999,-9999,-9999
MW201700000041,MWGE7IFL,MW,2017.0,41.0,MW2017MIS,34360.39453125,39810.41015625,46401.734375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.04500372211138407,0.11214184761047363,0.20226150751113892,25.206363677978516,26.725000381469727,25.54166603088379,26.084999084472656,-9999,-9999,-9999,-9999,7.0,2726,2680,2714,2826,2906,2829,2883,-9999,-9999,-9999,-9999,56.07142857142857,857.3720092773438,9.0,0.002837464911863208,0.251934853320833,0.25204521579361394,0.7590000447598475,19.94818115234375,21.167499542236328,20.684165954589844,20.82659149169922,0.32734933495521545,56.214515686035156,-1.0,0.6631966233253479,7.692931652069092,0.025878416374325752,0.20534445345401764,0.14003624022006989,0.1551569700241089,0.12011100351810455,0.14925305545330048,0.09236444532871246,0.10016528517007828,0.073968306183815,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.9567723767510774,14.6899995803833,15.609999656677246,15.826666831970215,15.568181991577148,-9999,-9999,-9999,-9999,66671.45446,53248.65332,26804.76417,1362.0,824.0,922.0,1093.0,705.0,990.0,877.0,1.4406015872955322,2.0,3.0,3.0,19.21299934387207,15.376999855041504,20.937000274658203,20.45800018310547,20.531999588012695,13.907999992370605,14.460999488830566,19.990999221801758,16.823999404907227,21.701000213623047,20.781999588012695,17.79199981689453,3.25,0.875,339.9054260253906,387.1145324707031,448.51605224609375,522.77587890625,33345.20703125,37553.1875,42918.5703125,48997.76171875,2470.8291015625,2782.63330078125,3180.19921875,3630.6572265625,-9999,-9999,-9999,-9999
MW201700000042,MWGE7IFL,MW,2017.0,42.0,MW2017MIS,31982.341796875,37055.16796875,43190.3125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.03178567507050254,0.07225730202414772,0.18449037725275214,25.246362686157227,26.301666259765625,24.588333129882812,25.68166732788086,-9999,-9999,-9999,-9999,7.0,2941.0,2847.0,2869.0,2938.0,3106.0,3023.0,3098.0,-9999,-9999,-9999,-9999,50.785714285714285,857.3720092773438,9,0.002837464911863208,0.251934853320833,0.25204521579361394,0.7590000447598475,19.755455017089844,20.543333053588867,19.924165725708008,20.402196884155273,0.4223247596195766,64.10994175502232,-1.0,0.7320620673043388,8.456958225795201,0.03042448844228472,0.20534445345401764,0.14003624022006989,0.1551569700241089,0.12011100351810455,0.14925305545330048,0.09236444532871246,0.10016528517007828,0.073968306183815,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.6978998491840978,14.264545440673828,14.78499984741211,15.260000228881836,15.122727394104004,-9999,-9999,-9999,-9999,67767.01297,51905.22015,27594.62247,1362.0,824.0,922.0,1093.0,705.0,990.0,877.0,1.0060249056134904,2.0,3.0,3.0,19.21299934387207,15.376999855041504,20.937000274658203,20.45800018310547,20.531999588012695,13.907999992370605,14.460999488830566,19.990999221801758,16.823999404907227,21.701000213623047,20.781999588012695,17.79199981689453,4.285714285714286,1.6428571428571428,330.64557291666665,376.56858723958334,436.2973958333333,508.5341796875,25899.98828125,29415.33984375,33916.484375,39084.6484375,2193.292550223214,2490.982979910714,2872.1534598214284,3309.80859375,-9999,-9999,-9999,-9999
MW201700000043,MWGE7IFL,MW,2017.0,43.0,MW2017MIS,30464.193359375,35296.21875,41140.140625,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.036775089227236234,0.08431682219872108,0.18507770391610953,25.246362686157227,26.301666259765625,24.588333129882812,25.68166732788086,-9999,-9999,-9999,-9999,7.0,2941,2847,2869,2938,3106,3023,3098,-9999,-9999,-9999,-9999,52.4,857.3720092773438,9,0.002837464911863208,0.251934853320833,0.25204521579361394,0.7590000447598475,19.755455017089844,20.543333053588867,19.924165725708008,20.402196884155273,0.38385009765625,56.157307942708336,-1.0,0.6578980763753255,6.853574625651041,0.034773043791453045,0.20534445345401764,0.14003624022006989,0.1551569700241089,0.12011100351810455,0.14925305545330048,0.09236444532871246,0.10016528517007828,0.073968306183815,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.4109735003972457,14.264545440673828,14.78499984741211,15.260000228881836,15.122727394104004,-9999,-9999,-9999,-9999,66889.96762,52795.02317,26827.0145,1362.0,824.0,922.0,1093.0,705.0,990.0,877.0,1.4492115020751952,2.0,3.0,3.0,19.21299934387207,15.376999855041504,20.937000274658203,20.45800018310547,20.531999588012695,13.907999992370605,14.460999488830566,19.990999221801758,16.823999404907227,21.701000213623047,20.781999588012695,17.79199981689453,4.533333333333333,2.2,351.06158854166665,399.82018229166664,463.2369791666667,539.9341145833333,24272.4921875,27309.357421875,31181.03515625,35563.1875,1918.4395833333333,2158.465885416667,2464.473697916667,2810.828125,-9999,-9999,-9999,-9999
MW201700000044,MWGE7IFL,MW,2017.0,44.0,MW2017MIS,46056.10546875,53361.21484375,62196.11328125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0568321026288546,0.151106779391949,0.21867871284484863,25.206363677978516,26.725000381469727,25.54166603088379,26.084999084472656,-9999,-9999,-9999,-9999,7,2726.0,2680.0,2714.0,2826.0,2906.0,2829.0,2883.0,-9999,-9999,-9999,-9999,50.75,857.3720092773438,9,0.002837464911863208,0.251934853320833,0.25204521579361394,0.7590000447598475,19.94818115234375,21.167499542236328,20.684165954589844,20.82659149169922,0.3395306169986725,62.28859329223633,-1.0,0.8778119683265686,11.63884162902832,0.005126816686242819,0.20534445345401764,0.14003624022006989,0.1551569700241089,0.12011100351810455,0.14925305545330048,0.09236444532871246,0.10016528517007828,0.073968306183815,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.220955684267241,14.6899995803833,15.609999656677246,15.826666831970215,15.568181991577148,-9999,-9999,-9999,-9999,67775.64115,53550.60548,28716.96202,1312,925,895,1087,693,998,889,0.8523834943771362,2.0,3.0,3.0,19.21299934387207,15.376999855041504,20.937000274658203,20.45800018310547,20.531999588012695,13.907999992370605,14.460999488830566,19.990999221801758,16.823999404907227,21.701000213623047,20.781999588012695,17.79199981689453,1.8125,0.0,309.18330078125,352.1254557291667,407.9772135416667,475.52513020833334,37069.25390625,44982.40625,55704.90234375,69261.890625,2746.9072265625,3333.293701171875,4127.86083984375,5132.47412109375,-9999,-9999,-9999,-9999
MW201700000045,MWGE7IFL,MW,2017.0,45.0,MW2017MIS,41940.7578125,48593.12109375,56638.58203125,68.18333435058594,59.84166717529297,65.90833282470703,52.41666793823242,20.403989791870117,15.543290138244629,18.181610107421875,14.627906799316406,0.023401064532143728,0.1055466958454677,0.18130975110190256,26.471818923950195,29.06166648864746,27.593334197998047,28.4516658782959,11.716667175292969,11.991666793823242,11.666666984558105,11.800000190734863,7,2781,2750,2702,2924,3189,3050,3062,0.04333333298563957,0.0008333332953043282,0.0,0.0,41.4,697.6444091796875,8,0.002049521077424288,0.2212581414295703,0.2178502477301411,0.698849603538928,20.5345458984375,22.218334197998047,21.621665954589844,22.002500534057617,0.43396774927775067,80.80098470052083,-1.0,0.9568368275960286,12.73292948404948,0.00621590514977773,0.25908270478248596,0.1764817237854004,0.18338340520858765,0.14597855508327484,0.19681620597839355,0.11953906714916229,0.12124267965555191,0.0921681597828865,26.42500114440918,27.483333587646484,27.100000381469727,27.016666412353516,20.55000114440918,21.45833396911621,21.25,21.09166717529297,14.708333015441895,15.491666793823242,15.433333396911621,15.216667175292969,5.759585472845262,14.597272872924805,15.375,15.649999618530273,15.553333282470703,3.3416666984558105,3.8500001430511475,3.625,3.5833332538604736,69703.37542,51778.74923,30450.51466,1195,773,828,1008,622,927,954,0.3377886136372884,2.0,3.0,3.0,19.106000900268555,15.08899974822998,20.624000549316406,20.454999923706055,20.461999893188477,13.744999885559082,14.338000297546387,19.90799903869629,16.743999481201172,21.15999984741211,20.25200080871582,17.676000595092773,3.533333333333333,0.2,391.2211588541667,445.557421875,516.2287760416667,601.6996744791667,29522.69921875,38430.5546875,50797.35546875,67078.8515625,2333.499479166667,3037.5846354166665,4015.0677083333335,5301.971354166667,7.247499942779541,6.394999980926514,8.032499313354492,6.250833511352539
MW201700000046,MWGE7IFL,MW,2017.0,46.0,MW2017MIS,33787.53125,39146.6875,45628.1171875,68.18333435058594,59.84166717529297,65.90833282470703,52.41666793823242,20.403989791870117,15.543290138244629,18.181610107421875,14.627906799316406,0.0057884400541132145,0.06134422800757668,0.12662289359352805,26.471818923950195,29.06166648864746,27.593334197998047,28.4516658782959,11.716667175292969,11.991666793823242,11.666666984558105,11.800000190734863,7.0,2781,2750,2702,2924,3189,3050,3062,0.04333333298563957,0.0008333332953043282,0.0,0.0,42.214285714285715,697.6444091796875,8,0.002049521077424288,0.2212581414295703,0.2178502477301411,0.698849603538928,20.5345458984375,22.218334197998047,21.621665954589844,22.002500534057617,0.5422471591404506,91.28627232142857,-1.0,0.9725567953927177,12.809832981654576,0.008804454867328917,0.25908270478248596,0.1764817237854004,0.18338340520858765,0.14597855508327484,0.19681620597839355,0.11953906714916229,0.12124267965555191,0.0921681597828865,26.42500114440918,27.483333587646484,27.100000381469727,27.016666412353516,20.55000114440918,21.45833396911621,21.25,21.09166717529297,14.708333015441895,15.491666793823242,15.433333396911621,15.216667175292969,4.124321889069121,14.597272872924805,15.375,15.649999618530273,15.553333282470703,3.3416666984558105,3.8500001430511475,3.625,3.5833332538604736,70071.40367,50267.91504,30836.91574,1198,742,833,977,621,899,908,0.28441357612609863,2.0,3.0,3.0,19.106000900268555,15.08899974822998,20.624000549316406,20.454999923706055,20.461999893188477,13.744999885559082,14.338000297546387,19.90799903869629,16.743999481201172,21.15999984741211,20.25200080871582,17.676000595092773,5.714285714285714,0.9285714285714286,333.04302978515625,379.29901123046875,439.4609069824219,512.2214965820312,21976.478515625,29202.630859375,39332.2421875,52840.71484375,1861.074497767857,2473.020089285714,3330.8448660714284,4474.808035714285,7.247499942779541,6.394999980926514,8.032499313354492,6.250833511352539
MW201700000047,MWGE7IFL,MW,2017.0,47.0,MW2017MIS,39511.3203125,45778.33984375,53357.7578125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.045940279960632324,0.13080123754648063,0.20523984615619367,25.206363677978516,26.725000381469727,25.54166603088379,26.084999084472656,-9999,-9999,-9999,-9999,7,2726.0,2680.0,2714.0,2826.0,2906.0,2829.0,2883.0,-9999,-9999,-9999,-9999,46.6875,857.3720092773438,9,0.002837464911863208,0.251934853320833,0.25204521579361394,0.7590000447598475,19.94818115234375,21.167499542236328,20.684165954589844,20.82659149169922,0.39856070280075073,73.21493530273438,-1.0,0.9540661573410034,12.445657730102539,0.005572322756052017,0.20534445345401764,0.14003624022006989,0.1551569700241089,0.12011100351810455,0.14925305545330048,0.09236444532871246,0.10016528517007828,0.073968306183815,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.458478204135237,14.6899995803833,15.609999656677246,15.826666831970215,15.568181991577148,-9999,-9999,-9999,-9999,68357.83026,53126.24587,29309.75165,1312,925,895,1087,693,998,889,0.607923150062561,2.0,3.0,3.0,19.21299934387207,15.376999855041504,20.937000274658203,20.45800018310547,20.531999588012695,13.907999992370605,14.460999488830566,19.990999221801758,16.823999404907227,21.701000213623047,20.781999588012695,17.79199981689453,2.5,0.0625,329.46023995535717,375.2186802455357,434.7333286830357,506.71121651785717,31391.537109375,39304.19140625,50179.140625,64253.16796875,2326.1728515625,2912.516845703125,3718.373046875,4761.28857421875,-9999,-9999,-9999,-9999
MW201700000048,MWGE7IFL,MW,2017.0,48.0,MW2017MIS,34769.08984375,40283.9296875,46953.65625,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.048678462321941667,0.10050223423884465,0.14119893770951492,25.206363677978516,26.725000381469727,25.54166603088379,26.084999084472656,-9999,-9999,-9999,-9999,7,2726.0,2680.0,2714.0,2826.0,2906.0,2829.0,2883.0,-9999,-9999,-9999,-9999,54.2,857.3720092773438,9,0.002837464911863208,0.2522352673401879,0.2553798134996737,0.7668157086353393,19.94818115234375,21.167499542236328,20.684165954589844,20.82659149169922,0.3415900548299154,55.515360514322914,-1.0,0.829922103881836,10.670968627929687,0.00674504538377126,0.20962294936180115,0.14128872752189636,0.16588284075260162,0.12394525855779648,0.15813307464122772,0.09541115909814835,0.11140993982553482,0.0779959112405777,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.458537292480469,14.6899995803833,15.609999656677246,15.826666831970215,15.568181991577148,-9999,-9999,-9999,-9999,66512.40687,54528.98549,27461.3945,1312.0,925.0,895.0,1087.0,693.0,998.0,889.0,1.3006090799967447,2.0,3.0,3.0,19.21299934387207,15.376999855041504,20.937000274658203,20.45800018310547,20.531999588012695,13.907999992370605,14.460999488830566,19.990999221801758,16.823999404907227,21.701000213623047,20.781999588012695,17.79199981689453,1.6666666666666667,0.0,234.52157156808036,267.09402901785717,309.458740234375,360.69510323660717,27632.021484375,32334.486328125,38736.9453125,46759.7265625,2184.1149739583334,2555.8184895833333,3061.897916666667,3696.0572916666665,-9999,-9999,-9999,-9999
MW201700000049,MWGE7IFL,MW,2017.0,49.0,MW2017MIS,16642.17578125,19281.84765625,22474.30078125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.002310558377454678,0.0042825738588968916,0.01248953491449356,25.206363677978516,26.725000381469727,25.54166603088379,26.084999084472656,-9999,-9999,-9999,-9999,7.0,2726.0,2680.0,2714.0,2826.0,2906.0,2829.0,2883.0,-9999,-9999,-9999,-9999,41.0625,857.3720092773438,9,0.002837464911863208,0.2522352673401879,0.2553798134996737,0.7668157086353393,19.94818115234375,21.167499542236328,20.684165954589844,20.82659149169922,0.5619965195655823,96.8426742553711,-1.0,1.1250702142715454,13.680488586425781,0.048590049147605896,0.20962294936180115,0.14128872752189636,0.16588284075260162,0.12394525855779648,0.15813307464122772,0.09541115909814835,0.11140993982553482,0.0779959112405777,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.7120633443196613,14.6899995803833,15.609999656677246,15.826666831970215,15.568181991577148,-9999,-9999,-9999,-9999,66825.75288,55462.03822,28493.11347,1312.0,925.0,895.0,1087.0,693.0,998.0,889.0,1.2724790573120117,1.0,1.0,2.0,19.21299934387207,15.376999855041504,20.937000274658203,20.45800018310547,20.531999588012695,13.907999992370605,14.460999488830566,19.990999221801758,16.823999404907227,21.701000213623047,20.781999588012695,17.79199981689453,3.5,1.3125,137.72525024414062,156.85377502441406,181.73287963867188,211.8219757080078,11928.572265625,15713.328125,21039.30859375,28156.03125,883.996826171875,1164.476318359375,1559.1722412109375,2086.576171875,-9999,-9999,-9999,-9999
MW201700000050,MWGE7IFL,MW,2017.0,50.0,MW2017MIS,6208.14306640625,7192.8369140625,8383.7392578125,68.18333435058594,59.84166717529297,65.90833282470703,52.41666793823242,20.403989791870117,15.543290138244629,18.181610107421875,14.627906799316406,0.0003494618770976861,0.005124925635755062,0.015668923656145733,26.471818923950195,29.06166648864746,27.593334197998047,28.4516658782959,11.716667175292969,11.991666793823242,11.666666984558105,11.800000190734863,7,2781,2750,2702,2924,3189,3050,3062,0.04333333298563957,0.0008333332953043282,0.0,0.0,28.642857142857142,697.6444091796875,8,0.002049521077424288,0.237808646537544,0.24009045471825669,0.7460486608444024,20.5345458984375,22.218334197998047,21.621665954589844,22.002500534057617,0.35122550328572594,77.18006184895833,-1.0,0.8335859934488933,9.02276611328125,0.008059332271416982,0.24806299805641174,0.16256512701511383,0.17660818994045258,0.13848423957824707,0.18042293190956116,0.10496469587087631,0.11138882488012314,0.0836859792470932,26.42500114440918,27.483333587646484,27.100000381469727,27.016666412353516,20.55000114440918,21.45833396911621,21.25,21.09166717529297,14.708333015441895,15.491666793823242,15.433333396911621,15.216667175292969,2.42083001905872,14.597272872924805,15.375,15.649999618530273,15.553333282470703,3.3416666984558105,3.8500001430511475,3.625,3.5833332538604736,69313.04726,53578.84774,30957.80098,1195,773,828,1008,622,927,954,0.8529632568359375,1.0,1.0,2.0,19.106000900268555,15.08899974822998,20.624000549316406,20.454999923706055,20.461999893188477,13.744999885559082,14.338000297546387,19.90799903869629,16.743999481201172,21.15999984741211,20.25200080871582,17.676000595092773,5.733333333333333,1.6,49.029244559151785,55.8388671875,64.69565691266742,75.40718296595982,4987.5771484375,6776.1337890625,9325.4453125,12802.384765625,394.25836588541665,535.640625,737.1592447916667,1012.0051432291667,7.247499942779541,6.394999980926514,8.032499313354492,6.250833511352539
MW201700000051,MWGE7IFL,MW,2017.0,51.0,MW2017MIS,31755.109375,36791.89453125,42883.44921875,75.0,51.04166793823242,57.54166793823242,55.91666793823242,22.113021850585938,12.867647171020508,15.516854286193848,14.812361717224121,1.0505748084849782e-05,8.465734029573107e-05,0.0001843306753370497,30.070162963867187,32.38416748046875,31.7314697265625,32.92916564941406,11.641666412353516,12.541666984558105,12.15000057220459,12.741666793823242,7.0,2456.1,2476.0,2606.6,2633.7,2776.5,2650.6,2712.4,0.015833333134651184,0.0,0.0,0.0,28.86058981233244,709.7349330357143,7.0,0.05863957107067108,0.2181952268967448,0.28833864057721853,0.8799902360121838,22.636563110351563,24.3149169921875,24.105569458007814,24.68816680908203,0.2518442735315007,62.04416986965241,-1.0,0.7886731968844001,11.901049935243984,0.01220229092766257,0.3896490097045898,0.2607011318206787,0.48588794072469077,0.3694926261901855,0.33980782826741535,0.19318218231201173,0.42032607396443683,0.3155460993448893,26.516666412353516,28.025001525878906,27.691667556762695,27.766666412353516,20.67500114440918,21.741666793823242,21.58333396911621,21.383333206176758,14.875,15.483333587646484,15.541666984558105,15.02500057220459,0.005162015014890801,15.202963256835938,16.24566650390625,16.47966613769531,16.447166442871094,3.3916666507720947,3.9666666984558105,3.7083334922790527,3.7750000953674316,12931.23727,15129.62964,74680.62762,1114.3,789.4,828.0,884.6,710.8,983.0,768.2,0.5062345616957721,1.0,1.0,1.0,20.817251205444336,18.009998321533203,22.59499740600586,21.772998809814453,21.72624969482422,16.31974983215332,16.67424964904785,21.483749389648438,18.908000946044922,23.417499542236328,23.059249877929688,20.726001739501953,275.2914438502674,124.87700534759358,13.460004741094988,15.329449414577837,17.760905806810687,20.7015403405343,25583.78515625,31247.015625,38683.734375,47767.3515625,81.46215428643048,99.49467329545455,123.17421457219251,152.09776069518716,7.515832901000977,5.4633331298828125,6.271666526794434,6.117499828338623
MW201700000052,MWGE7IFL,MW,2017.0,52.0,MW2017MIS,46815.98046875,54241.62109375,63222.28515625,84.4749984741211,51.65833282470703,65.9749984741211,61.97500228881836,25.406015396118164,12.860995292663574,17.476821899414062,16.16739273071289,0.00012241723755049326,0.0002459417496408735,0.0008200908464098734,31.079202270507814,33.2538330078125,32.76283264160156,33.76846923828125,10.741666793823242,11.774999618530273,11.375,11.649999618530273,7.0,2419.4,2405.1,2397.1,2511.3,2609.1,2626.3,2633.4,0.0,0.0,0.0,0.0,39.635883905013195,684.181396484375,7.0,0.09032416343688965,0.18966293801465256,0.2572471650604268,0.8962249838313153,23.073001098632812,24.820584106445313,24.706666564941408,24.98382568359375,0.21467903538754113,77.5428556743421,-1.0,2.4122079949629933,11.072694798519738,0.010830768785978618,0.40086600184440613,0.2724817395210266,0.5340191721916199,0.3275304436683655,0.3538787364959717,0.20203927159309387,0.47465768456459045,0.2661082148551941,26.450000762939453,28.058334350585938,27.733333587646484,27.700000762939453,21.05000114440918,22.150001525878906,22.025001525878906,21.83333396911621,15.708333969116211,16.28333282470703,16.358333587646484,16.049999237060547,0.019467573512111952,15.066799926757813,16.387332153320312,16.65050048828125,16.199185180664063,3.325000047683716,4.016666889190674,3.7750000953674316,3.8333332538604736,59026.14922,32534.13723,85723.2241,908.7,696.2,653.9,804.5,660.9,968.3,776.9,1.920444046823602,1.0,1.0,1.0,20.954666137695312,17.90633265177409,22.624666849772137,21.881668090820312,21.963333129882812,16.32866668701172,16.81100082397461,21.576332092285156,18.98233413696289,24.010335286458332,23.373334248860676,20.93500010172526,135.89736842105262,72.76315789473684,20.01025650349069,22.78946247506649,26.40417220744681,30.775852933843087,37853.48046875,45501.1640625,55576.37890625,67877.046875,118.93907277960527,142.96787623355263,174.623828125,213.27191611842105,7.567500114440918,5.410833358764648,6.9008331298828125,6.09666633605957
MW201700000053,MWGE7IFL,MW,2017.0,53.0,MW2017MIS,38020.9296875,44051.5546875,51345.0703125,87.38333129882812,52.89167022705078,62.025001525878906,62.82500076293945,24.96666717529297,12.900406837463379,15.937901496887207,15.90506362915039,0.0,1.9465171815321657e-06,1.8554067197508705e-05,31.1090087890625,32.89469770951705,32.124242609197445,33.33575716885653,11.391666412353516,12.741666793823242,12.183333396911621,12.5,7.0,2485.5454545454545,2483.090909090909,2525.090909090909,2581.2727272727275,2750.2727272727275,2814.909090909091,2739.090909090909,0.0,0.0,0.0,0.0,30.54255319148936,684.181396484375,7.0,0.07251192629337311,0.1987224884515789,0.2774428001834726,0.9242501679484794,23.174048683860086,24.3621826171875,24.34340875799006,24.6729209206321,0.1360209663921499,82.6726635611631,-1.0,1.927789371918867,10.895925593248663,0.0009118399039946775,0.4287665049235026,0.2909549077351888,0.5697592417399089,0.37947568893432615,0.3728596051534017,0.2118626594543457,0.5003683725992839,0.31337019602457683,27.608333587646484,29.433334350585938,29.033334732055664,28.975000381469727,21.891666412353516,23.03333282470703,22.92500114440918,22.683334350585938,16.21666717529297,16.691667556762695,16.850000381469727,16.475000381469727,0.00047504215959518674,15.239089965820312,15.829670299183238,16.562576293945312,16.010083285245027,3.5,4.099999904632568,3.8916666507720947,3.950000047683716,46696.12194,40715.93877,106606.7275,1014.1666666666666,775.9166666666666,647.3333333333334,899.9166666666666,673.75,1032.5,797.0,0.6599190451882102,1.0,1.0,1.0,21.18400001525879,18.0882511138916,22.806499481201172,22.07699966430664,22.190500259399414,16.375,16.770750045776367,21.6564998626709,19.161998748779297,23.77349853515625,23.36400032043457,21.08300018310547,168.34491978609626,122.56684491978609,17.211877988951187,19.602417958443272,22.711620320745382,26.471934779023748,33808.6171875,38465.05078125,44334.40625,50937.76953125,108.05255681818181,122.93467997994652,141.69336981951872,162.79799256350267,7.3333330154418945,5.416666507720947,6.239999771118164,5.888333320617676
